"orig.ident","gsm_id","sample_group","reported_replicate","observed_source","expected_source","source_label_match","observed_condition","expected_condition","condition_label_match","n_cells","n_singlets","n_predicted_doublets","predicted_doublet_rate_percent","median_nCount_RNA","q25_nCount_RNA","q75_nCount_RNA","median_nFeature_RNA","q25_nFeature_RNA","q75_nFeature_RNA","median_percent_mito","q25_percent_mito","q75_percent_mito","maximum_percent_mito","percent_cells_mito_gt_5","percent_cells_mito_ge_10","median_doublet_score","low_cell_count_flag"
"Dermis1","GSM5264341","healthy_dermis",1,"Dermis","Dermis",TRUE,"Uninjured","Uninjured",TRUE,2754,2678,76,2.7596223674655,2775.65827226872,1854.06661168622,3647.55937689118,1214,941.25,1509.75,1.88561979692754,1.13304141916477,2.81909040016824,9.95556513336246,5.33769063180828,0,0.0263653483992467,FALSE
"Dermis2","GSM5264342","healthy_dermis",2,"Dermis","Dermis",TRUE,"Uninjured","Uninjured",TRUE,522,522,0,0,1811.40705050714,1130.19023953868,2490.23640741237,956,716.25,1246,1.59655957584294,0.934699365595571,2.59642917335871,9.45776686555899,5.93869731800766,0,0.0344827586206896,FALSE
"Dermis3","GSM5264343","healthy_dermis",3,"Dermis","Dermis",TRUE,"Uninjured","Uninjured",TRUE,1069,1066,3,0.280636108512629,3226.95643075174,2035.16883595672,4278.42928337875,1410,1033,1736,1.69339545724965,1.09463252468152,2.65962491823048,9.78062505794536,7.10944808231992,0,0.0236583958453549,FALSE
"SF1","GSM5264344","nonpathogenic_skoog_fascia",1,"SF","SF",TRUE,"Uninjured","Uninjured",TRUE,1687,1674,13,0.770598695909899,4572.8503602304,3207.30193694781,5861.99582023841,1546,1247.5,1897.5,3.45618085719899,2.38843662447282,4.56422425720307,9.98510121433809,19.4427978660344,0,0.0240437158469945,FALSE
"SF2","GSM5264345","nonpathogenic_skoog_fascia",2,"SF","SF",TRUE,"Uninjured","Uninjured",TRUE,1159,1149,10,0.862812769628991,6767.97520397046,5116.9905722138,8889.48354118107,2468,2028.5,2936.5,6.14559669845324,4.67359333568674,7.77352300892039,9.9936575978694,69.6289905090595,0,0.0294636111810627,FALSE
"SF3","GSM5264346","nonpathogenic_skoog_fascia",3,"SF","SF",TRUE,"Uninjured","Uninjured",TRUE,446,446,0,0,5921.55601873156,4438.6421709804,7535.91421343947,2225.5,1831.25,2568.75,6.37734083144414,5.22894010335716,7.92508613631397,9.98147223393559,78.0269058295964,0,0.0322291853178156,TRUE
"DD1","GSM5264347","dupuytren_disease",1,"DD","DD",TRUE,"DD","DD",TRUE,1962,1936,26,1.32517838939857,2628.20233845579,1672.01527315704,3777.51727855475,1175,873.25,1547.5,2.61985885601227,1.88644864141119,3.57151985779296,9.98052128540226,8.40978593272171,0,0.0276471694564604,FALSE
"DD2","GSM5264348","dupuytren_disease",2,"DD","DD",TRUE,"DD","DD",TRUE,4407,4257,150,3.40367597004765,7021.83471961379,3510.65687782077,10412.696939561,2376,1495.5,2962,2.45163048008401,1.79655576689416,3.13214502918317,9.99828975072148,6.10392557295212,0,0.0357379219060225,FALSE
"DD3","GSM5264349","dupuytren_disease",3,"DD","DD",TRUE,"DD","DD",TRUE,2982,2934,48,1.60965794768612,4795.02953663231,2328.02432358614,8828.65447232283,1948.5,1162.75,2915.25,2.31251704419744,1.67758990018668,3.32674338927186,9.98024875223623,10.1609657947686,0,0.039147455415398,FALSE
