"sample_id","gene","comparison_group_candidate","cells_candidate","mean_expression_candidate","percent_cells_expressing_candidate","comparison_group_other","cells_other","mean_expression_other","percent_cells_expressing_other","mean_difference","prevalence_difference"
"S4","TIMP3","candidate_fibroblast_state",641,1.26831412263823,63.8065522620905,"other_clusters",1503,0.333827635006728,21.8230206254158,0.934486487631498,41.9835316366747
"S4","TLN1","candidate_fibroblast_state",641,0.205230195711069,13.7285491419657,"other_clusters",1503,0.151021229754186,12.6413838988689,0.0542089659568833,1.08716524309675
"S4","TLN2","candidate_fibroblast_state",641,0.0230056147465255,1.5600624024961,"other_clusters",1503,0.0107993793874654,0.998003992015968,0.0122062353590601,0.562058410480132
"S4","TMEM150C","candidate_fibroblast_state",641,0.0446912883388249,3.1201248049922,"other_clusters",1503,0.0118515944957163,1.0645375914837,0.0328396938431086,2.0555872135085
"S4","TMEM63A","candidate_fibroblast_state",641,0.0157554117341102,1.24804992199688,"other_clusters",1503,0.0142309154920462,1.59680638722555,0.00152449624206397,-0.348756465228669
"S4","TMEM63B","candidate_fibroblast_state",641,0.0553896325890994,3.58814352574103,"other_clusters",1503,0.0424457230834723,4.72388556220892,0.0129439095056271,-1.13574203646789
"S4","TNC","candidate_fibroblast_state",641,0.0780393367209371,5.14820592823713,"other_clusters",1503,0.0309572462020962,2.52827677977379,0.0470820905188409,2.61992914846334
"S4","TNF","candidate_fibroblast_state",641,0.00259336796249965,0.15600624024961,"other_clusters",1503,0.0189239517822107,1.79640718562874,-0.016330583819711,-1.64040094537913
"S4","TOP2A","candidate_fibroblast_state",641,0.00228358535688554,0.15600624024961,"other_clusters",1503,0.0171137235150462,1.46373918829009,-0.0148301381581606,-1.30773294804048
"S4","TPM1","candidate_fibroblast_state",641,1.17496791666627,57.8783151326053,"other_clusters",1503,0.238379913628817,18.562874251497,0.936588003037458,39.3154408811083
"S4","TPM2","candidate_fibroblast_state",641,0.271162828657533,17.1606864274571,"other_clusters",1503,0.149035638999881,10.1796407185629,0.122127189657652,6.98104570889422
"S4","TRPA1","candidate_fibroblast_state",641,0,0,"other_clusters",1503,0,0,0,0
"S4","TRPC1","candidate_fibroblast_state",641,0.0387418431784014,2.49609984399376,"other_clusters",1503,0.00666578201702086,0.731869594145043,0.0320760611613805,1.76423024984872
"S4","TRPC3","candidate_fibroblast_state",641,0.00234397027610078,0.15600624024961,"other_clusters",1503,0,0,0.00234397027610078,0.15600624024961
"S4","TRPC6","candidate_fibroblast_state",641,0.00385504909151848,0.31201248049922,"other_clusters",1503,0.010651091900574,0.998003992015968,-0.00679604280905551,-0.685991511516748
"S4","TRPV4","candidate_fibroblast_state",641,0.00494883137097486,0.31201248049922,"other_clusters",1503,0.00936983458313119,1.0645375914837,-0.00442100321215633,-0.752525110984479
"S4","UBE2C","candidate_fibroblast_state",641,0,0,"other_clusters",1503,0.0231226308321971,2.06254158349967,-0.0231226308321971,-2.06254158349967
"S4","VCL","candidate_fibroblast_state",641,0.25697520474892,16.5366614664587,"other_clusters",1503,0.309939761028932,26.480372588157,-0.0529645562800122,-9.94371112169836
