"sample_id","comparison_group","gene","cells","mean_expression","percent_cells_expressing"
"S2","candidate_fibroblast_state","PKD2",1060,0.0937561659632664,6.41509433962264
"S2","candidate_fibroblast_state","TMEM63A",1060,0.0514042219943995,3.67924528301887
"S2","candidate_fibroblast_state","TMEM63B",1060,0.0276731835207868,1.9811320754717
"S2","candidate_fibroblast_state","TMEM150C",1060,0.0544174228071459,3.67924528301887
"S2","candidate_fibroblast_state","PANX1",1060,0.0822286774179276,5.84905660377358
"S2","candidate_fibroblast_state","P2RX4",1060,0.0404759881830299,3.0188679245283
"S2","candidate_fibroblast_state","P2RX7",1060,0.0105837333792558,0.754716981132076
"S2","candidate_fibroblast_state","ITGA1",1060,0.0907904034275134,6.22641509433962
"S2","candidate_fibroblast_state","ITGA2",1060,0.00706749422367866,0.754716981132076
"S2","candidate_fibroblast_state","ITGA5",1060,0.177980787049326,12.3584905660377
"S2","candidate_fibroblast_state","ITGA6",1060,0.0313574106751774,2.16981132075472
"S2","candidate_fibroblast_state","ITGA8",1060,0.0218021786462042,1.50943396226415
"S2","candidate_fibroblast_state","ITGA11",1060,0.100184014365869,6.41509433962264
"S2","candidate_fibroblast_state","ITGAV",1060,0.195743405279694,13.3962264150943
"S2","candidate_fibroblast_state","ITGB1",1060,0.853606325629683,50.0943396226415
"S2","candidate_fibroblast_state","ITGB3",1060,0.00305596707964515,0.283018867924528
"S2","candidate_fibroblast_state","ITGB5",1060,0.235493833175209,15.5660377358491
"S2","candidate_fibroblast_state","PTK2",1060,0.217987244519118,13.9622641509434
"S2","candidate_fibroblast_state","SRC",1060,0.0281439387301475,2.16981132075472
"S2","candidate_fibroblast_state","FYN",1060,0.239533886727553,16.7924528301887
"S2","candidate_fibroblast_state","PXN",1060,0.042960966548239,3.30188679245283
"S2","candidate_fibroblast_state","VCL",1060,0.232306894039812,16.2264150943396
"S2","candidate_fibroblast_state","TLN1",1060,0.263227116063293,17.7358490566038
"S2","candidate_fibroblast_state","TLN2",1060,0.0508509707956874,3.67924528301887
"S2","candidate_fibroblast_state","FERMT2",1060,0.351197787990261,23.2075471698113
"S2","candidate_fibroblast_state","ILK",1060,0.383702073135289,25.0943396226415
"S2","candidate_fibroblast_state","PARVA",1060,0.240813439203492,16.5094339622642
"S2","candidate_fibroblast_state","BCAR1",1060,0.136431994218443,9.15094339622642
"S2","candidate_fibroblast_state","CAV1",1060,1.43419908626613,66.5094339622642
"S2","candidate_fibroblast_state","DAG1",1060,0.113549319069926,7.92452830188679
"S2","candidate_fibroblast_state","YAP1",1060,0.276553027606429,18.5849056603774
"S2","candidate_fibroblast_state","WWTR1",1060,0.399893334770945,26.1320754716981
"S2","candidate_fibroblast_state","TEAD1",1060,0.173666607645351,12.3584905660377
"S2","candidate_fibroblast_state","TEAD2",1060,0.0821349582258438,6.0377358490566
"S2","candidate_fibroblast_state","TEAD3",1060,0.0475009944705269,3.30188679245283
"S2","candidate_fibroblast_state","TEAD4",1060,0.0113006185480256,0.943396226415094
"S2","candidate_fibroblast_state","LATS1",1060,0.075256650507344,5.28301886792453
"S2","candidate_fibroblast_state","LATS2",1060,0.122672837804634,8.49056603773585
"S2","candidate_fibroblast_state","STK3",1060,0.184212581943853,12.7358490566038
"S2","candidate_fibroblast_state","STK4",1060,0.090413553135584,6.32075471698113
"S2","candidate_fibroblast_state","SAV1",1060,0.341045925189197,22.7358490566038
"S2","candidate_fibroblast_state","NF2",1060,0.0529433269023355,3.86792452830189
"S2","candidate_fibroblast_state","AMOTL1",1060,0.151690244409075,10.188679245283
"S2","candidate_fibroblast_state","AMOTL2",1060,0.166304624345266,10.9433962264151
"S2","candidate_fibroblast_state","AJUBA",1060,0.026510980951313,1.69811320754717
"S2","candidate_fibroblast_state","CTGF",1060,0.763778472857082,39.7169811320755
"S2","candidate_fibroblast_state","CYR61",1060,1.10246833680905,52.2641509433962
"S2","candidate_fibroblast_state","AREG",1060,0.00500541828864503,0.377358490566038
"S2","candidate_fibroblast_state","RHOA",1060,1.07371657739992,58.9622641509434
"S2","candidate_fibroblast_state","RHOB",1060,0.636627024795668,36.8867924528302
"S2","candidate_fibroblast_state","RAC1",1060,1.46701957035709,75.2830188679245
"S2","candidate_fibroblast_state","CDC42",1060,1.16834885214858,62.1698113207547
"S2","candidate_fibroblast_state","ROCK1",1060,0.234855843428508,16.2264150943396
"S2","candidate_fibroblast_state","ROCK2",1060,0.20745427924914,14.1509433962264
"S2","candidate_fibroblast_state","MYLK",1060,0.227538427184626,13.9622641509434
"S2","candidate_fibroblast_state","MYL9",1060,0.981038945727845,51.3207547169811
"S2","candidate_fibroblast_state","ACTA2",1060,0.453324581619521,22.8301886792453
"S2","candidate_fibroblast_state","TAGLN",1060,0.67518335405806,29.811320754717
"S2","candidate_fibroblast_state","CNN1",1060,0.0371349014918036,2.45283018867925
"S2","candidate_fibroblast_state","CNN2",1060,0.219832758287351,14.811320754717
"S2","candidate_fibroblast_state","CFL1",1060,1.84504453205832,83.6792452830189
"S2","candidate_fibroblast_state","PFN1",1060,1.74238420440991,80.4716981132076
"S2","candidate_fibroblast_state","TPM1",1060,0.814477483732424,45.8490566037736
"S2","candidate_fibroblast_state","TPM2",1060,0.654333769389069,37.1698113207547
"S2","candidate_fibroblast_state","FLNA",1060,0.506954252260957,31.6037735849057
"S2","candidate_fibroblast_state","GSN",1060,2.80736344822154,90.9433962264151
"S2","candidate_fibroblast_state","DIAPH1",1060,0.090649646023418,6.32075471698113
"S2","candidate_fibroblast_state","LIMK1",1060,0.0335634588674628,2.35849056603774
"S2","candidate_fibroblast_state","COL1A1",1060,2.49975457138659,83.4905660377358
"S2","candidate_fibroblast_state","COL1A2",1060,2.77501986939805,90.188679245283
"S2","candidate_fibroblast_state","COL3A1",1060,2.35279684717197,83.1132075471698
"S2","candidate_fibroblast_state","COL5A1",1060,0.438360055000311,26.7924528301887
"S2","candidate_fibroblast_state","COL5A2",1060,0.482588170096514,29.622641509434
"S2","candidate_fibroblast_state","COL6A1",1060,1.97086398627338,81.9811320754717
"S2","candidate_fibroblast_state","COL6A2",1060,2.38564015124542,89.622641509434
"S2","candidate_fibroblast_state","COL6A3",1060,1.3133212090476,66.2264150943396
"S2","candidate_fibroblast_state","FN1",1060,0.952174172260669,49.811320754717
"S2","candidate_fibroblast_state","POSTN",1060,0.456239879075369,21.5094339622642
"S2","candidate_fibroblast_state","TNC",1060,0.198918749348637,11.3207547169811
"S2","candidate_fibroblast_state","THBS1",1060,0.37939614866276,21.6981132075472
"S2","candidate_fibroblast_state","THBS2",1060,0.554169108932413,31.9811320754717
"S2","candidate_fibroblast_state","LOX",1060,0.373516349900587,22.4528301886792
"S2","candidate_fibroblast_state","LOXL2",1060,0.122670319558406,8.49056603773585
"S2","candidate_fibroblast_state","MMP2",1060,1.55466436591222,64.811320754717
"S2","candidate_fibroblast_state","MMP14",1060,0.445268613640037,27.1698113207547
"S2","candidate_fibroblast_state","TIMP1",1060,1.73675014836739,78.7735849056604
"S2","candidate_fibroblast_state","TIMP2",1060,1.39895088444646,68.8679245283019
"S2","candidate_fibroblast_state","TIMP3",1060,1.2645387985374,60
"S2","candidate_fibroblast_state","FAP",1060,0.0827050675553565,5.94339622641509
"S2","candidate_fibroblast_state","CTHRC1",1060,0.30807982467726,14.811320754717
"S2","candidate_fibroblast_state","SPARC",1060,1.95462390913968,80.377358490566
"S2","candidate_fibroblast_state","TGFB1",1060,0.206123749956649,14.2452830188679
"S2","candidate_fibroblast_state","TGFB2",1060,0.0831275927120654,5.75471698113208
"S2","candidate_fibroblast_state","TGFB3",1060,0.0805911219259882,5.94339622641509
"S2","candidate_fibroblast_state","TGFBR1",1060,0.124085799838545,8.30188679245283
"S2","candidate_fibroblast_state","TGFBR2",1060,0.203372436286072,14.3396226415094
"S2","candidate_fibroblast_state","SMAD2",1060,0.185116456453055,13.4905660377358
"S2","candidate_fibroblast_state","SMAD3",1060,0.112880165316473,8.11320754716981
"S2","candidate_fibroblast_state","SMAD4",1060,0.110098778673226,7.64150943396226
"S2","candidate_fibroblast_state","SMAD7",1060,0.0434241528410227,3.11320754716981
"S2","candidate_fibroblast_state","SERPINE1",1060,0.0659086169065041,4.62264150943396
"S2","candidate_fibroblast_state","PDGFA",1060,0.137278418845396,6.79245283018868
"S2","candidate_fibroblast_state","PDGFB",1060,0.00649838453309843,0.566037735849057
"S2","candidate_fibroblast_state","PDGFC",1060,0.0561307269031138,3.67924528301887
"S2","candidate_fibroblast_state","PDGFRA",1060,0.628696195229016,36.6981132075472
"S2","candidate_fibroblast_state","PDGFRB",1060,0.811300534270368,45.9433962264151
"S2","candidate_fibroblast_state","INHBA",1060,0.0890215676198082,5.84905660377358
"S2","candidate_fibroblast_state","FOSL2",1060,0.497703316565127,29.622641509434
"S2","candidate_fibroblast_state","SNAI1",1060,0.189041373817205,11.6981132075472
"S2","candidate_fibroblast_state","ZEB1",1060,0.187761121460233,12.8301886792453
"S2","candidate_fibroblast_state","IL6",1060,0.434697698385833,23.1132075471698
"S2","candidate_fibroblast_state","CCL2",1060,1.47487918454833,55.5660377358491
"S2","candidate_fibroblast_state","CXCL1",1060,0.522201877182626,23.2075471698113
"S2","candidate_fibroblast_state","CXCL2",1060,1.36822289826077,47.5471698113208
"S2","candidate_fibroblast_state","CXCL3",1060,0.784776352522231,33.3018867924528
"S2","candidate_fibroblast_state","TNF",1060,0.0184998211807396,1.41509433962264
"S2","candidate_fibroblast_state","IL1B",1060,0.0246040490916353,1.79245283018868
"S2","candidate_fibroblast_state","PTGS2",1060,0.197752940993794,11.3207547169811
"S2","candidate_fibroblast_state","NFKB1",1060,0.372096637461436,22.9245283018868
"S2","candidate_fibroblast_state","NFKB2",1060,0.204160407882442,13.7735849056604
"S2","candidate_fibroblast_state","RELA",1060,0.121771318870285,8.67924528301887
"S2","candidate_fibroblast_state","RELB",1060,0.126155756970375,8.67924528301887
"S2","candidate_fibroblast_state","JUN",1060,2.01098197454054,74.811320754717
"S2","candidate_fibroblast_state","JUND",1060,1.14845829358817,60.377358490566
"S2","candidate_fibroblast_state","FOS",1060,2.43737710929976,80.377358490566
"S2","candidate_fibroblast_state","FOSB",1060,0.942372901491774,50.377358490566
"S2","candidate_fibroblast_state","ATF3",1060,0.663042679956264,35.5660377358491
"S2","candidate_fibroblast_state","STAT3",1060,0.614837006071786,37.3584905660377
"S2","candidate_fibroblast_state","SOCS3",1060,1.13660522623842,50.9433962264151
"S2","candidate_fibroblast_state","ICAM1",1060,0.741114852408774,38.6792452830189
"S2","candidate_fibroblast_state","HIF1A",1060,0.21117164050257,14.3396226415094
"S2","candidate_fibroblast_state","EPAS1",1060,0.218617121689478,13.7735849056604
"S2","candidate_fibroblast_state","EGLN1",1060,0.143056052494742,10.2830188679245
"S2","candidate_fibroblast_state","EGLN2",1060,0.157439194014249,11.5094339622642
"S2","candidate_fibroblast_state","EGLN3",1060,0.0225036401620748,1.60377358490566
"S2","candidate_fibroblast_state","VEGFA",1060,0.18422658218335,11.9811320754717
"S2","candidate_fibroblast_state","SLC2A1",1060,0.0181412503492397,1.32075471698113
"S2","candidate_fibroblast_state","LDHA",1060,1.7563208853446,78.6792452830189
"S2","candidate_fibroblast_state","PDK1",1060,0.0326772211225171,2.45283018867925
"S2","candidate_fibroblast_state","BNIP3",1060,0.120863562129367,8.58490566037736
"S2","candidate_fibroblast_state","CA9",1060,0,0
"S2","candidate_fibroblast_state","ADM",1060,0.40487621426458,23.5849056603774
"S2","candidate_fibroblast_state","NDRG1",1060,0.246886493734187,16.4150943396226
"S2","candidate_fibroblast_state","PGK1",1060,0.409891970240238,26.6981132075472
"S2","candidate_fibroblast_state","ENO1",1060,0.71978652430063,44.4339622641509
"S2","candidate_fibroblast_state","HK2",1060,0.0171482992077561,1.22641509433962
"S2","candidate_fibroblast_state","DDIT4",1060,0.895189205370238,43.3962264150943
"S2","candidate_fibroblast_state","PFKFB3",1060,0.122103004421236,8.20754716981132
"S2","candidate_fibroblast_state","MKI67",1060,0.00117966639519179,0.0943396226415094
"S2","candidate_fibroblast_state","TOP2A",1060,0.00280898136873613,0.283018867924528
"S2","candidate_fibroblast_state","PCNA",1060,0.162190792671899,10.9433962264151
"S2","candidate_fibroblast_state","MCM2",1060,0.0135078579475353,1.0377358490566
"S2","candidate_fibroblast_state","MCM3",1060,0.0493778216135412,3.49056603773585
"S2","candidate_fibroblast_state","MCM4",1060,0.0241636342555532,1.69811320754717
"S2","candidate_fibroblast_state","MCM5",1060,0.0313769677794208,2.07547169811321
"S2","candidate_fibroblast_state","MCM6",1060,0.0278562592754447,2.16981132075472
"S2","candidate_fibroblast_state","MCM7",1060,0.0915667602224427,6.0377358490566
"S2","candidate_fibroblast_state","CDK1",1060,0.00504441335193911,0.377358490566038
"S2","candidate_fibroblast_state","CDK2",1060,0.0612281675687619,4.15094339622642
"S2","candidate_fibroblast_state","CCNB1",1060,0.0174753031319987,1.22641509433962
"S2","candidate_fibroblast_state","CCNB2",1060,0,0
"S2","candidate_fibroblast_state","CCNA2",1060,0.0031527171130468,0.188679245283019
"S2","candidate_fibroblast_state","CDC20",1060,0.00649617884684362,0.377358490566038
"S2","candidate_fibroblast_state","BIRC5",1060,0.0076784394137603,0.566037735849057
"S2","candidate_fibroblast_state","UBE2C",1060,0.00296483341799172,0.188679245283019
"S2","candidate_fibroblast_state","CENPF",1060,0,0
"S2","other_clusters","PIEZO1",1610,0.0589681474228098,4.59627329192547
"S2","other_clusters","PIEZO2",1610,0.0047593600850884,0.496894409937888
"S2","other_clusters","TRPV4",1610,0.00133422827739004,0.124223602484472
"S2","other_clusters","TRPA1",1610,0,0
"S2","other_clusters","TRPC1",1610,0.00751685531831728,0.62111801242236
"S2","other_clusters","TRPC3",1610,0.00299467801853486,0.248447204968944
"S2","other_clusters","TRPC6",1610,0.0129569062659755,0.93167701863354
"S2","other_clusters","ASIC1",1610,0.000346301308409524,0.062111801242236
"S2","other_clusters","ASIC2",1610,0,0
"S2","other_clusters","ASIC3",1610,0.00108300470336857,0.124223602484472
"S2","other_clusters","KCNK2",1610,0,0
"S2","other_clusters","KCNK4",1610,0.00072165211321947,0.062111801242236
"S2","other_clusters","PKD1",1610,0.0377610069911041,3.54037267080745
"S2","other_clusters","PKD2",1610,0.0224612571318747,1.61490683229814
"S2","other_clusters","TMEM63A",1610,0.0161035488504467,1.18012422360248
"S2","other_clusters","TMEM63B",1610,0.0278033793988005,2.4223602484472
"S2","other_clusters","TMEM150C",1610,0.0187932046303576,1.86335403726708
"S2","other_clusters","PANX1",1610,0.0348019233567094,2.91925465838509
"S2","other_clusters","P2RX4",1610,0.0266969753322203,2.17391304347826
"S2","other_clusters","P2RX7",1610,0.0199968103236468,1.67701863354037
"S2","other_clusters","ITGA1",1610,0.0375443778029019,2.85714285714286
"S2","other_clusters","ITGA2",1610,0.0163768642604579,2.11180124223602
"S2","other_clusters","ITGA5",1610,0.106557123823122,8.63354037267081
"S2","other_clusters","ITGA6",1610,0.178343180279279,12.8571428571429
"S2","other_clusters","ITGA8",1610,0.0528839916863856,3.72670807453416
"S2","other_clusters","ITGA11",1610,0.00189892566544056,0.186335403726708
"S2","other_clusters","ITGAV",1610,0.0934759534971496,8.38509316770186
"S2","other_clusters","ITGB1",1610,0.601392638589599,36.7080745341615
"S2","other_clusters","ITGB3",1610,0.006477071544837,0.559006211180124
"S2","other_clusters","ITGB5",1610,0.0204881830791102,1.67701863354037
"S2","other_clusters","PTK2",1610,0.112192063545903,8.88198757763975
"S2","other_clusters","SRC",1610,0.0187070109121632,1.61490683229814
"S2","other_clusters","FYN",1610,0.218535744381303,13.6645962732919
"S2","other_clusters","PXN",1610,0.0636285326977751,5.40372670807453
"S2","other_clusters","VCL",1610,0.160295171148828,12.2981366459627
"S2","other_clusters","TLN1",1610,0.228054630624174,16.1490683229814
"S2","other_clusters","TLN2",1610,0.0109118460957922,0.93167701863354
"S2","other_clusters","FERMT2",1610,0.129299596914711,9.75155279503106
"S2","other_clusters","ILK",1610,0.26092116335698,17.9503105590062
"S2","other_clusters","PARVA",1610,0.0430689977366575,3.85093167701863
"S2","other_clusters","BCAR1",1610,0.102210586472096,8.4472049689441
"S2","other_clusters","CAV1",1610,0.881187129554401,39.4409937888199
"S2","other_clusters","DAG1",1610,0.0339643777039917,2.98136645962733
"S2","other_clusters","YAP1",1610,0.0999478958189865,8.26086956521739
"S2","other_clusters","WWTR1",1610,0.175982359963571,12.7329192546584
"S2","other_clusters","TEAD1",1610,0.071199846065395,6.2111801242236
"S2","other_clusters","TEAD2",1610,0.03614329907326,3.16770186335404
"S2","other_clusters","TEAD3",1610,0.0287163611545961,2.36024844720497
"S2","other_clusters","TEAD4",1610,0.0297201784048395,2.60869565217391
"S2","other_clusters","LATS1",1610,0.0341808090813445,3.1055900621118
"S2","other_clusters","LATS2",1610,0.0462382769443721,4.03726708074534
"S2","other_clusters","STK3",1610,0.08439355801406,6.8944099378882
"S2","other_clusters","STK4",1610,0.474846151114332,24.9689440993789
"S2","other_clusters","SAV1",1610,0.188098430852871,14.223602484472
"S2","other_clusters","NF2",1610,0.0293992834964888,2.4223602484472
"S2","other_clusters","AMOTL1",1610,0.0474585289796033,4.47204968944099
"S2","other_clusters","AMOTL2",1610,0.0409766427816133,3.85093167701863
"S2","other_clusters","AJUBA",1610,0.0182470104797398,1.80124223602484
"S2","other_clusters","CTGF",1610,0.443389113019866,19.5031055900621
"S2","other_clusters","CYR61",1610,0.290950237242826,16.832298136646
"S2","other_clusters","AREG",1610,0.0948193999338503,5.65217391304348
"S2","other_clusters","RHOA",1610,0.810871774500811,48.0745341614907
"S2","other_clusters","RHOB",1610,0.536100370696516,27.639751552795
"S2","other_clusters","RAC1",1610,1.06273442015846,53.1055900621118
"S2","other_clusters","CDC42",1610,1.13197119061896,58.6335403726708
"S2","other_clusters","ROCK1",1610,0.265366828695273,19.1304347826087
"S2","other_clusters","ROCK2",1610,0.135295273517308,10.6832298136646
"S2","other_clusters","MYLK",1610,0.312966253696113,18.7577639751553
"S2","other_clusters","MYL9",1610,0.714887660479283,28.2608695652174
"S2","other_clusters","ACTA2",1610,0.639132202118381,22.7950310559006
"S2","other_clusters","TAGLN",1610,0.814729345369286,28.5714285714286
"S2","other_clusters","CNN1",1610,0.196827923212821,10.8695652173913
"S2","other_clusters","CNN2",1610,0.236977988457704,16.3354037267081
"S2","other_clusters","CFL1",1610,1.87531920286344,77.8260869565217
"S2","other_clusters","PFN1",1610,1.94171350136892,77.0807453416149
"S2","other_clusters","TPM1",1610,0.472444787153139,25.6521739130435
"S2","other_clusters","TPM2",1610,0.693576264166788,25.2173913043478
"S2","other_clusters","FLNA",1610,0.50839604587938,30.8074534161491
"S2","other_clusters","GSN",1610,0.795053388160614,43.3540372670807
"S2","other_clusters","DIAPH1",1610,0.15362858195279,11.4906832298137
"S2","other_clusters","LIMK1",1610,0.0157623108526868,1.36645962732919
"S2","other_clusters","COL1A1",1610,0.301707534753025,20.3105590062112
"S2","other_clusters","COL1A2",1610,0.253670921769524,17.639751552795
"S2","other_clusters","COL3A1",1610,0.178058249487511,12.6086956521739
"S2","other_clusters","COL5A1",1610,0.026280925175393,1.98757763975155
"S2","other_clusters","COL5A2",1610,0.0277127719365224,2.2360248447205
"S2","other_clusters","COL6A1",1610,0.145689304455377,10.5590062111801
"S2","other_clusters","COL6A2",1610,0.242945741965228,16.4596273291925
"S2","other_clusters","COL6A3",1610,0.099260490922845,7.32919254658385
"S2","other_clusters","FN1",1610,0.103915897688769,6.70807453416149
"S2","other_clusters","POSTN",1610,0.0627483013178796,4.59627329192547
"S2","other_clusters","TNC",1610,0.106862364635981,6.58385093167702
"S2","other_clusters","THBS1",1610,0.280266027803316,15.7142857142857
"S2","other_clusters","THBS2",1610,0.0207302306257597,1.86335403726708
"S2","other_clusters","LOX",1610,0.0161332093378463,1.24223602484472
"S2","other_clusters","LOXL2",1610,0.0291941585843488,2.60869565217391
"S2","other_clusters","MMP2",1610,0.110709711109746,8.4472049689441
"S2","other_clusters","MMP14",1610,0.0556650142532374,4.6583850931677
"S2","other_clusters","TIMP1",1610,0.69924251295698,39.1304347826087
"S2","other_clusters","TIMP2",1610,0.214469301291663,15.5900621118012
"S2","other_clusters","TIMP3",1610,0.516978144835153,29.6273291925466
"S2","other_clusters","FAP",1610,0.00579272999458149,0.559006211180124
"S2","other_clusters","CTHRC1",1610,0.142692271700702,10.3726708074534
"S2","other_clusters","SPARC",1610,0.505003388716306,30.0621118012422
"S2","other_clusters","TGFB1",1610,0.25999064007515,16.832298136646
"S2","other_clusters","TGFB2",1610,0.0360371998432814,2.36024844720497
"S2","other_clusters","TGFB3",1610,0.0374108530593383,3.04347826086957
"S2","other_clusters","TGFBR1",1610,0.0578465002840695,4.59627329192547
"S2","other_clusters","TGFBR2",1610,0.263970721061945,17.8260869565217
"S2","other_clusters","SMAD2",1610,0.109933626399566,8.63354037267081
"S2","other_clusters","SMAD3",1610,0.0625116813665453,5.3416149068323
"S2","other_clusters","SMAD4",1610,0.0609113841797868,4.96894409937888
"S2","other_clusters","SMAD7",1610,0.0228662328007131,1.98757763975155
"S2","other_clusters","SERPINE1",1610,0.0273226852948534,1.98757763975155
"S2","other_clusters","PDGFA",1610,0.194118772391699,12.0496894409938
"S2","other_clusters","PDGFB",1610,0.0326874719245588,3.1055900621118
"S2","other_clusters","PDGFC",1610,0.0461883116760144,3.54037267080745
"S2","other_clusters","PDGFRA",1610,0.0206063316135059,1.73913043478261
"S2","other_clusters","PDGFRB",1610,0.144233811638044,9.62732919254658
"S2","other_clusters","INHBA",1610,0.178457904882144,7.95031055900621
"S2","other_clusters","FOSL2",1610,0.58738867289935,35.5900621118012
"S2","other_clusters","SNAI1",1610,0.047226940535125,3.7888198757764
"S2","other_clusters","ZEB1",1610,0.116100068207809,9.00621118012422
"S2","other_clusters","IL6",1610,0.7191955046743,26.3975155279503
"S2","other_clusters","CCL2",1610,0.9482784679237,37.7639751552795
"S2","other_clusters","CXCL1",1610,0.131716307614487,8.81987577639751
"S2","other_clusters","CXCL2",1610,0.691730510582919,30.5590062111801
"S2","other_clusters","CXCL3",1610,0.338512592692826,17.2049689440994
"S2","other_clusters","TNF",1610,0.131126848052187,7.01863354037267
"S2","other_clusters","IL1B",1610,0.224726019906361,9.06832298136646
"S2","other_clusters","PTGS2",1610,0.0992009986252392,6.39751552795031
"S2","other_clusters","NFKB1",1610,0.359255650033395,23.167701863354
"S2","other_clusters","NFKB2",1610,0.152635333708359,11.8012422360248
"S2","other_clusters","RELA",1610,0.100329136657356,8.50931677018634
"S2","other_clusters","RELB",1610,0.139494179314192,10.2484472049689
"S2","other_clusters","JUN",1610,1.13718755776526,48.4472049689441
"S2","other_clusters","JUND",1610,0.914208045523454,49.6273291925466
"S2","other_clusters","FOS",1610,1.74943175938429,65.7763975155279
"S2","other_clusters","FOSB",1610,0.544563086478682,32.360248447205
"S2","other_clusters","ATF3",1610,0.469997973438455,26.8944099378882
"S2","other_clusters","STAT3",1610,0.408839718387296,27.3913043478261
"S2","other_clusters","SOCS3",1610,0.70554548987315,35.0931677018634
"S2","other_clusters","ICAM1",1610,0.435970489611574,22.6086956521739
"S2","other_clusters","HIF1A",1610,0.261401439872959,18.5093167701863
"S2","other_clusters","EPAS1",1610,0.369458836005733,23.7888198757764
"S2","other_clusters","EGLN1",1610,0.137121194426748,10.5590062111801
"S2","other_clusters","EGLN2",1610,0.161658277400875,12.5465838509317
"S2","other_clusters","EGLN3",1610,0.110547787268131,8.63354037267081
"S2","other_clusters","VEGFA",1610,0.101289861019769,7.57763975155279
"S2","other_clusters","SLC2A1",1610,0.0482787623353908,4.09937888198758
"S2","other_clusters","LDHA",1610,1.55408485940432,67.639751552795
"S2","other_clusters","PDK1",1610,0.0462898107287909,3.85093167701863
"S2","other_clusters","BNIP3",1610,0.0778467535962789,5.96273291925466
"S2","other_clusters","CA9",1610,0.000436800012539512,0.062111801242236
"S2","other_clusters","ADM",1610,0.114068798827319,8.07453416149068
"S2","other_clusters","NDRG1",1610,0.229106547580439,15.4658385093168
"S2","other_clusters","PGK1",1610,0.431182308069464,29.2546583850932
"S2","other_clusters","ENO1",1610,0.766321009040862,44.7204968944099
"S2","other_clusters","HK2",1610,0.0283332186348019,2.2360248447205
"S2","other_clusters","DDIT4",1610,0.813949525547557,39.6273291925466
"S2","other_clusters","PFKFB3",1610,0.158080430917649,11.5527950310559
"S2","other_clusters","MKI67",1610,0.00661258928895999,0.683229813664596
"S2","other_clusters","TOP2A",1610,0.00744700972715573,0.683229813664596
"S2","other_clusters","PCNA",1610,0.120407963650015,9.25465838509317
"S2","other_clusters","MCM2",1610,0.00601074391928004,0.62111801242236
"S2","other_clusters","MCM3",1610,0.0527513481637759,4.28571428571429
"S2","other_clusters","MCM4",1610,0.0217854139954134,2.2360248447205
"S2","other_clusters","MCM5",1610,0.0341922356931127,2.98136645962733
"S2","other_clusters","MCM6",1610,0.0217881672571124,1.49068322981366
"S2","other_clusters","MCM7",1610,0.0575050849059792,4.72049689440994
"S2","other_clusters","CDK1",1610,0.01623334066138,1.36645962732919
"S2","other_clusters","CDK2",1610,0.0665551825550755,5.40372670807453
"S2","other_clusters","CCNB1",1610,0.0122412714295958,1.05590062111801
"S2","other_clusters","CCNB2",1610,0.00183075115011684,0.31055900621118
"S2","other_clusters","CCNA2",1610,0.00241664132085832,0.31055900621118
"S2","other_clusters","CDC20",1610,0.00964219237182447,0.683229813664596
"S2","other_clusters","BIRC5",1610,0.0109541771884139,1.05590062111801
"S2","other_clusters","UBE2C",1610,0.00588015413925921,0.559006211180124
"S2","other_clusters","CENPF",1610,0.00831003754312753,0.807453416149068
"S3","candidate_fibroblast_state","PIEZO1",1253,0.0665616008762322,5.66640063846768
"S3","candidate_fibroblast_state","PIEZO2",1253,0.0248951589640682,2.23463687150838
"S3","candidate_fibroblast_state","TRPV4",1253,0.000648858106938024,0.0798084596967279
"S3","candidate_fibroblast_state","TRPA1",1253,0.00095797690510984,0.0798084596967279
"S3","candidate_fibroblast_state","TRPC1",1253,0.0342506054348645,2.95291300877893
"S3","candidate_fibroblast_state","TRPC3",1253,0.00234643040859865,0.159616919393456
"S3","candidate_fibroblast_state","TRPC6",1253,0.0143088697452791,1.19712689545092
"S3","candidate_fibroblast_state","ASIC1",1253,0.00112567681142206,0.0798084596967279
"S3","candidate_fibroblast_state","ASIC2",1253,0.0062222596342794,0.558659217877095
"S3","candidate_fibroblast_state","ASIC3",1253,0.00213297950663236,0.159616919393456
"S3","candidate_fibroblast_state","KCNK2",1253,0.0755202681963569,6.3048683160415
"S3","candidate_fibroblast_state","KCNK4",1253,0.0142043750921971,1.19712689545092
"S3","candidate_fibroblast_state","PKD1",1253,0.14566123876043,11.5722266560255
"S3","candidate_fibroblast_state","PKD2",1253,0.0743060518319172,6.62410215482841
"S3","candidate_fibroblast_state","TMEM63A",1253,0.0309270343687349,2.55387071029529
"S3","candidate_fibroblast_state","TMEM63B",1253,0.0373362872335079,3.19233838786911
"S3","candidate_fibroblast_state","TMEM150C",1253,0.0583975760011417,4.54908220271349
"S3","candidate_fibroblast_state","PANX1",1253,0.151337520914577,12.4501197126895
"S3","candidate_fibroblast_state","P2RX4",1253,0.0600985286212638,4.8683160415004
"S3","candidate_fibroblast_state","P2RX7",1253,0.0163177658797231,1.27693535514765
"S3","candidate_fibroblast_state","ITGA1",1253,0.113953277049995,9.25778132482043
"S3","candidate_fibroblast_state","ITGA2",1253,0.0412754643974696,3.75099760574621
"S3","candidate_fibroblast_state","ITGA5",1253,0.246149076755479,19.952114924182
"S3","candidate_fibroblast_state","ITGA6",1253,0.136328303065563,11.2529928172386
