"source","matrix_filename","matrix_path","raw_rows","raw_columns","sample_columns","annotation_columns","resolved_gene_column","duplicate_gene_rows_collapsed","rows_after_gene_collapse","rows_after_variance_filter","value_min","value_max","integer_fraction","value_transform","frozen_candidate_coverage","core_module_coverage_gate"
"GSE338388","GSE338388_Cnt-K975-TGF-TGFandK975-12h_normalizedExpression.csv.gz","./data/processed/independent_sources/GSE338388/GSE338388_Cnt-K975-TGF-TGFandK975-12h_normalizedExpression.csv.gz",19791,16,12,"Name;Gene ID;Alias;Description","Name",65,19726,16501,0,22.6738,0.285536854912298,"log2(x+1) for non-negative normalized expression","15/15",TRUE
