"sample","source","condition","seurat_cluster","reproduced_identity","module","pseudobulk_module_score","singlet_cells","library_size","identity_rank_within_sample","myofib_minus_best_other"
"DD1","DD","DD",1,"Myofib","mechanosensor_channels",0.159459855764457,106,833504.751771542,2,-0.118817518175756
"DD1","DD","DD",2,"VSMC","mechanosensor_channels",-0.314533458010637,512,1406122.42818261,4,-0.118817518175756
"DD1","DD","DD",3,"Pericyte","mechanosensor_channels",-0.196979654903733,487,1491281.66749562,3,-0.118817518175756
"DD2","DD","DD",0,"FB","mechanosensor_channels",0.327708446925966,1426,7157699.18649563,1,-0.046501378519521
"DD2","DD","DD",1,"Myofib","mechanosensor_channels",0.281207068406445,2216,22181565.6436082,2,-0.046501378519521
"DD2","DD","DD",2,"VSMC","mechanosensor_channels",-0.224105997483499,331,1090646.38574983,4,-0.046501378519521
"DD2","DD","DD",3,"Pericyte","mechanosensor_channels",-0.0264963562885841,284,999385.800593251,3,-0.046501378519521
"DD3","DD","DD",0,"FB","mechanosensor_channels",0.342018964719664,568,1923766.15659188,1,-0.199231504695091
"DD3","DD","DD",1,"Myofib","mechanosensor_channels",0.142787460024573,1640,13512556.3900719,2,-0.199231504695091
"DD3","DD","DD",2,"VSMC","mechanosensor_channels",-0.328117395956215,389,1178850.46591961,4,-0.199231504695091
"DD3","DD","DD",3,"Pericyte","mechanosensor_channels",-0.0369886572314009,337,1138632.08827108,3,-0.199231504695091
"Dermis1","Dermis","Uninjured",0,"FB","mechanosensor_channels",0.285173406096341,1765,5467424.98379701,1,NA
"Dermis1","Dermis","Uninjured",2,"VSMC","mechanosensor_channels",-0.258824908962185,862,2294646.63582506,2,NA
"Dermis1","Dermis","Uninjured",3,"Pericyte","mechanosensor_channels",-0.276521284945711,51,90889.2168124495,3,NA
"Dermis2","Dermis","Uninjured",0,"FB","mechanosensor_channels",-0.134523248153591,283,606645.954668903,2,0.550587138425005
"Dermis2","Dermis","Uninjured",1,"Myofib","mechanosensor_channels",0.416063890271414,4,12361.6082313419,1,0.550587138425005
"Dermis2","Dermis","Uninjured",2,"VSMC","mechanosensor_channels",-0.340273442610056,171,366509.533865956,4,0.550587138425005
"Dermis2","Dermis","Uninjured",3,"Pericyte","mechanosensor_channels",-0.155044966023951,64,95019.1624545057,3,0.550587138425005
"Dermis3","Dermis","Uninjured",0,"FB","mechanosensor_channels",0.360548709802976,389,1614383.17757474,1,NA
"Dermis3","Dermis","Uninjured",2,"VSMC","mechanosensor_channels",-0.352233047434565,652,2128434.59444131,2,NA
"Dermis3","Dermis","Uninjured",3,"Pericyte","mechanosensor_channels",-0.359939952122618,25,43085.4678852978,3,NA
"SF1","SF","Uninjured",0,"FB","mechanosensor_channels",0.174789059023515,1199,5729864.87756597,2,0.611214074441908
"SF1","SF","Uninjured",1,"Myofib","mechanosensor_channels",0.786003133465423,1,3176.06799447985,1,0.611214074441908
"SF1","SF","Uninjured",2,"VSMC","mechanosensor_channels",-0.126814168254513,367,1665579.15998533,4,0.611214074441908
"SF1","SF","Uninjured",3,"Pericyte","mechanosensor_channels",0.122148160239765,107,390347.360296792,3,0.611214074441908
"SF2","SF","Uninjured",0,"FB","mechanosensor_channels",0.304556947989921,885,6504502.65085137,2,0.112619767037522
"SF2","SF","Uninjured",1,"Myofib","mechanosensor_channels",0.417176715027443,13,68914.7910862474,1,0.112619767037522
"SF2","SF","Uninjured",2,"VSMC","mechanosensor_channels",-0.180271242873121,198,1505244.5691408,3,0.112619767037522
"SF2","SF","Uninjured",3,"Pericyte","mechanosensor_channels",-0.375758660129879,53,214217.450766183,4,0.112619767037522
"SF3","SF","Uninjured",0,"FB","mechanosensor_channels",0.172674953313842,369,2290169.69525231,1,NA
"SF3","SF","Uninjured",2,"VSMC","mechanosensor_channels",-0.464713341438972,65,443972.448860167,3,NA
"SF3","SF","Uninjured",3,"Pericyte","mechanosensor_channels",-0.418454362188724,12,42138.6339430442,2,NA
"DD1","DD","DD",0,"FB","primary_mechanotransduction_composite",-0.105898733304093,831,2349260.25251866,4,-0.0117721482892436
"DD1","DD","DD",1,"Myofib","primary_mechanotransduction_composite",-0.0747195917854337,106,833504.751771542,2,-0.0117721482892436
"DD1","DD","DD",2,"VSMC","primary_mechanotransduction_composite",-0.0629474434961901,512,1406122.42818261,1,-0.0117721482892436
"DD1","DD","DD",3,"Pericyte","primary_mechanotransduction_composite",-0.0793948274636789,487,1491281.66749562,3,-0.0117721482892436
"DD2","DD","DD",0,"FB","primary_mechanotransduction_composite",-0.0420944189373017,1426,7157699.18649563,4,0.040707522168559
"DD2","DD","DD",1,"Myofib","primary_mechanotransduction_composite",0.109104385910172,2216,22181565.6436082,1,0.040707522168559
"DD2","DD","DD",2,"VSMC","primary_mechanotransduction_composite",0.068396863741613,331,1090646.38574983,2,0.040707522168559
"DD2","DD","DD",3,"Pericyte","primary_mechanotransduction_composite",0.0228362226180525,284,999385.800593251,3,0.040707522168559
"DD3","DD","DD",0,"FB","primary_mechanotransduction_composite",-0.0396999512898066,568,1923766.15659188,4,-0.0351167362702281
"DD3","DD","DD",1,"Myofib","primary_mechanotransduction_composite",0.0547208360551991,1640,13512556.3900719,2,-0.0351167362702281
"DD3","DD","DD",2,"VSMC","primary_mechanotransduction_composite",0.0898375723254272,389,1178850.46591961,1,-0.0351167362702281
"DD3","DD","DD",3,"Pericyte","primary_mechanotransduction_composite",0.0531413256232021,337,1138632.08827108,3,-0.0351167362702281
"Dermis1","Dermis","Uninjured",0,"FB","primary_mechanotransduction_composite",-0.180376565431311,1765,5467424.98379701,2,NA
"Dermis1","Dermis","Uninjured",2,"VSMC","primary_mechanotransduction_composite",-0.0012670504246182,862,2294646.63582506,1,NA
"Dermis1","Dermis","Uninjured",3,"Pericyte","primary_mechanotransduction_composite",-0.236946118961108,51,90889.2168124495,3,NA
"Dermis2","Dermis","Uninjured",0,"FB","primary_mechanotransduction_composite",-0.202478328435054,283,606645.954668903,4,0.17551004022923
"Dermis2","Dermis","Uninjured",1,"Myofib","primary_mechanotransduction_composite",0.169625641580114,4,12361.6082313419,1,0.17551004022923
"Dermis2","Dermis","Uninjured",2,"VSMC","primary_mechanotransduction_composite",-0.00588439864911574,171,366509.533865956,2,0.17551004022923
"Dermis2","Dermis","Uninjured",3,"Pericyte","primary_mechanotransduction_composite",-0.0409308840114674,64,95019.1624545057,3,0.17551004022923
"Dermis3","Dermis","Uninjured",0,"FB","primary_mechanotransduction_composite",-0.0666681116557761,389,1614383.17757474,3,NA
"Dermis3","Dermis","Uninjured",2,"VSMC","primary_mechanotransduction_composite",0.0405560030642558,652,2128434.59444131,2,NA
"Dermis3","Dermis","Uninjured",3,"Pericyte","primary_mechanotransduction_composite",0.0913472954493625,25,43085.4678852978,1,NA
"SF1","SF","Uninjured",0,"FB","primary_mechanotransduction_composite",-0.210810393256803,1199,5729864.87756597,4,0.398004419902111
"SF1","SF","Uninjured",1,"Myofib","primary_mechanotransduction_composite",0.401861617358688,1,3176.06799447985,1,0.398004419902111
"SF1","SF","Uninjured",2,"VSMC","primary_mechanotransduction_composite",-0.0571242792989203,367,1665579.15998533,3,0.398004419902111
"SF1","SF","Uninjured",3,"Pericyte","primary_mechanotransduction_composite",0.00385719745657703,107,390347.360296792,2,0.398004419902111
"SF2","SF","Uninjured",0,"FB","primary_mechanotransduction_composite",0.0500997142275589,885,6504502.65085137,3,-0.271887185955381
"SF2","SF","Uninjured",1,"Myofib","primary_mechanotransduction_composite",-0.0227871123096877,13,68914.7910862474,4,-0.271887185955381
"SF2","SF","Uninjured",2,"VSMC","primary_mechanotransduction_composite",0.249100073645693,198,1505244.5691408,1,-0.271887185955381
"SF2","SF","Uninjured",3,"Pericyte","primary_mechanotransduction_composite",0.0504174376224365,53,214217.450766183,2,-0.271887185955381
"SF3","SF","Uninjured",0,"FB","primary_mechanotransduction_composite",-0.0232974436322957,369,2290169.69525231,2,NA
"SF3","SF","Uninjured",2,"VSMC","primary_mechanotransduction_composite",0.0435044592719223,65,443972.448860167,1,NA
"SF3","SF","Uninjured",3,"Pericyte","primary_mechanotransduction_composite",-0.0450809936076138,12,42138.6339430442,3,NA
"DD1","DD","DD",0,"FB","tgf_fibrosis",0.0567702501658487,831,2349260.25251866,1,-0.135050820815135
"DD1","DD","DD",1,"Myofib","tgf_fibrosis",-0.0782805706492864,106,833504.751771542,3,-0.135050820815135
"DD1","DD","DD",2,"VSMC","tgf_fibrosis",-0.0641706239304051,512,1406122.42818261,2,-0.135050820815135
"DD1","DD","DD",3,"Pericyte","tgf_fibrosis",-0.173029963517366,487,1491281.66749562,4,-0.135050820815135
"DD2","DD","DD",0,"FB","tgf_fibrosis",0.0936218430445067,1426,7157699.18649563,3,-0.066721074576169
"DD2","DD","DD",1,"Myofib","tgf_fibrosis",0.101031837391888,2216,22181565.6436082,2,-0.066721074576169
"DD2","DD","DD",2,"VSMC","tgf_fibrosis",-0.0311462440097569,331,1090646.38574983,4,-0.066721074576169
"DD2","DD","DD",3,"Pericyte","tgf_fibrosis",0.167752911968057,284,999385.800593251,1,-0.066721074576169
"DD3","DD","DD",0,"FB","tgf_fibrosis",0.116597642621334,568,1923766.15659188,2,0.057248837639452
"DD3","DD","DD",1,"Myofib","tgf_fibrosis",0.173846480260786,1640,13512556.3900719,1,0.057248837639452
"DD3","DD","DD",2,"VSMC","tgf_fibrosis",0.0433965128283678,389,1178850.46591961,3,0.057248837639452
"DD3","DD","DD",3,"Pericyte","tgf_fibrosis",-0.0541521573669138,337,1138632.08827108,4,0.057248837639452
"Dermis1","Dermis","Uninjured",0,"FB","tgf_fibrosis",-0.109781882204044,1765,5467424.98379701,2,NA
"Dermis1","Dermis","Uninjured",2,"VSMC","tgf_fibrosis",-0.138568681984333,862,2294646.63582506,3,NA
"Dermis1","Dermis","Uninjured",3,"Pericyte","tgf_fibrosis",-0.109720763428681,51,90889.2168124495,1,NA
"Dermis2","Dermis","Uninjured",0,"FB","tgf_fibrosis",0.135444233073645,283,606645.954668903,2,0.466569344858396
"Dermis2","Dermis","Uninjured",1,"Myofib","tgf_fibrosis",0.602013577932041,4,12361.6082313419,1,0.466569344858396
"Dermis2","Dermis","Uninjured",2,"VSMC","tgf_fibrosis",-0.303394779239484,171,366509.533865956,3,0.466569344858396
"Dermis2","Dermis","Uninjured",3,"Pericyte","tgf_fibrosis",-0.61888400470736,64,95019.1624545057,4,0.466569344858396
"Dermis3","Dermis","Uninjured",0,"FB","tgf_fibrosis",-0.0960730941301629,389,1614383.17757474,1,NA
"Dermis3","Dermis","Uninjured",2,"VSMC","tgf_fibrosis",-0.140879449930979,652,2128434.59444131,2,NA
"Dermis3","Dermis","Uninjured",3,"Pericyte","tgf_fibrosis",-0.227396022109904,25,43085.4678852978,3,NA
"SF1","SF","Uninjured",0,"FB","tgf_fibrosis",0.181089521900168,1199,5729864.87756597,2,0.064652269824206
"SF1","SF","Uninjured",1,"Myofib","tgf_fibrosis",0.245741791724374,1,3176.06799447985,1,0.064652269824206
"SF1","SF","Uninjured",2,"VSMC","tgf_fibrosis",-0.165690626213671,367,1665579.15998533,3,0.064652269824206
"SF1","SF","Uninjured",3,"Pericyte","tgf_fibrosis",-0.283339738342862,107,390347.360296792,4,0.064652269824206
"SF2","SF","Uninjured",0,"FB","tgf_fibrosis",0.291918666907455,885,6504502.65085137,1,-0.338118260178734
"SF2","SF","Uninjured",1,"Myofib","tgf_fibrosis",-0.0461995932712795,13,68914.7910862474,4,-0.338118260178734
"SF2","SF","Uninjured",2,"VSMC","tgf_fibrosis",0.196414434876652,198,1505244.5691408,3,-0.338118260178734
"SF2","SF","Uninjured",3,"Pericyte","tgf_fibrosis",0.255912329772643,53,214217.450766183,2,-0.338118260178734
"SF3","SF","Uninjured",0,"FB","tgf_fibrosis",0.202725563303701,369,2290169.69525231,1,NA
"SF3","SF","Uninjured",2,"VSMC","tgf_fibrosis",0.00848134403037389,65,443972.448860167,2,NA
"SF3","SF","Uninjured",3,"Pericyte","tgf_fibrosis",-0.232050746765351,12,42138.6339430442,3,NA
