"gene","sample","comparator_identity","myofib_log2CPM","comparator_log2CPM","myofib_minus_comparator_log2CPM"
"PIEZO1","DD3","FB",3.42296623041992,4.52530258006839,-1.10233634964847
"PIEZO1","DD3","VSMC",3.42296623041992,1.63234317001496,1.79062306040496
"PIEZO1","DD3","Pericyte",3.42296623041992,-0.489382727443064,3.91234895786298
"TRPV4","DD1","FB",1.93154036439482,0.732810887287343,1.19872947710748
"TRPV4","DD1","VSMC",1.93154036439482,0.0560891167690671,1.87545124762575
"TRPV4","DD1","Pericyte",1.93154036439482,-1,2.93154036439482
"TRPV4","DD2","FB",1.76456450969014,1.14538673034986,0.619177779340281
"TRPV4","DD2","VSMC",1.76456450969014,-1,2.76456450969014
"TRPV4","DD2","Pericyte",1.76456450969014,0.334192803150566,1.43037170653958
"TRPV4","DD3","FB",1.34662442315404,0.71634004291236,0.630284380241682
"TRPV4","DD3","VSMC",1.34662442315404,-1,2.34662442315404
"TRPV4","DD3","Pericyte",1.34662442315404,-1,2.34662442315404
"TRPA1","DD1","FB",-1,-1,0
"TRPA1","DD1","VSMC",-1,-1,0
"TRPA1","DD1","Pericyte",-1,-1,0
"TRPA1","DD2","FB",-1,-1,0
"TRPA1","DD2","VSMC",-1,-1,0
"TRPA1","DD2","Pericyte",-1,-1,0
"TRPA1","DD3","FB",-1,-1,0
"TRPA1","DD3","VSMC",-1,-1,0
"TRPA1","DD3","Pericyte",-1,-1,0
"TRPC1","DD1","FB",2.35146412707299,2.85704264986488,-0.505578522791888
"TRPC1","DD1","VSMC",2.35146412707299,1.19563921593205,1.15582491114094
"TRPC1","DD1","Pericyte",2.35146412707299,3.25425462580725,-0.902790498734262
"TRPC1","DD2","FB",2.05000626378412,2.92302405470272,-0.8730177909186
"TRPC1","DD2","VSMC",2.05000626378412,3.31838848402976,-1.26838222024564
"TRPC1","DD2","Pericyte",2.05000626378412,2.78986420193089,-0.739857938146764
"TRPC1","DD3","FB",2.75731023061993,3.503701927828,-0.746391697208074
"TRPC1","DD3","VSMC",2.75731023061993,3.45930598613682,-0.70199575551689
"TRPC1","DD3","Pericyte",2.75731023061993,2.96019097146121,-0.202880740841277
"TRPC3","DD1","FB",-1,-1,0
"TRPC3","DD1","VSMC",-1,0.94287197145328,-1.94287197145328
"TRPC3","DD1","Pericyte",-1,0.227203980457559,-1.22720398045756
"TRPC3","DD2","FB",0.1777962839458,-0.121660583536549,0.299456867482349
"TRPC3","DD2","VSMC",0.1777962839458,0.502725178210717,-0.324928894264917
"TRPC3","DD2","Pericyte",0.1777962839458,-1,1.1777962839458
"TRPC3","DD3","FB",-0.0830931725393925,0.0283056213346407,-0.111398793874033
"TRPC3","DD3","VSMC",-0.0830931725393925,1.96093275792565,-2.04402593046505
"TRPC3","DD3","Pericyte",-0.0830931725393925,0.46283426292004,-0.545927435459432
"TRPC6","DD1","FB",-1,0.226367438570788,-1.22636743857079
"TRPC6","DD1","VSMC",-1,3.60826224705611,-4.60826224705611
"TRPC6","DD1","Pericyte",-1,4.34369567342113,-5.34369567342113
"TRPC6","DD2","FB",-0.376142719619439,-0.64451073759029,0.26836801797085
"TRPC6","DD2","VSMC",-0.376142719619439,4.36957286597283,-4.74571558559227
"TRPC6","DD2","Pericyte",-0.376142719619439,5.60079008175303,-5.97693280137247
"TRPC6","DD3","FB",-0.46989783706305,0.0283056213346407,-0.49820345839769
"TRPC6","DD3","VSMC",-0.46989783706305,3.81481126972846,-4.28470910679151
"TRPC6","DD3","Pericyte",-0.46989783706305,5.1190085608091,-5.58890639787215
"ASIC1","DD1","FB",0.765325292756327,2.11469789982844,-1.34937260707211
"ASIC1","DD1","VSMC",0.765325292756327,-1,1.76532529275633
"ASIC1","DD1","Pericyte",0.765325292756327,-1,1.76532529275633
"ASIC1","DD2","FB",1.89354138103109,1.97266278369918,-0.0791214026680926
"ASIC1","DD2","VSMC",1.89354138103109,0.397518642825816,1.49602273820527
"ASIC1","DD2","Pericyte",1.89354138103109,1.24490712317462,0.648634257856471
"ASIC1","DD3","FB",1.0214426642908,1.19354502879344,-0.172102364502637
"ASIC1","DD3","VSMC",1.0214426642908,0.116310212527348,0.905132451763454
"ASIC1","DD3","Pericyte",1.0214426642908,0.977577949616122,0.043864714674681
"ASIC2","DD1","FB",-1,-1,0
"ASIC2","DD1","VSMC",-1,-1,0
"ASIC2","DD1","Pericyte",-1,-1,0
"ASIC2","DD2","FB",-0.555693552567355,-0.359528256910691,-0.196165295656664
"ASIC2","DD2","VSMC",-0.555693552567355,0.502725178210717,-1.05841873077807
"ASIC2","DD2","Pericyte",-0.555693552567355,-1,0.444306447432645
"ASIC2","DD3","FB",-0.625910942459041,-1,0.374089057540959
"ASIC2","DD3","VSMC",-0.625910942459041,-1,0.374089057540959
"ASIC2","DD3","Pericyte",-0.625910942459041,-1,0.374089057540959
"ASIC3","DD1","FB",-1,-0.111436504998492,-0.888563495001508
"ASIC3","DD1","VSMC",-1,-1,0
"ASIC3","DD1","Pericyte",-1,-1,0
"ASIC3","DD2","FB",0.0579558850906314,0.420356487148734,-0.362400602058103
"ASIC3","DD2","VSMC",0.0579558850906314,-1,1.05795588509063
"ASIC3","DD2","Pericyte",0.0579558850906314,-1,1.05795588509063
"ASIC3","DD3","FB",-0.46989783706305,1.04225286158547,-1.51215069864852
"ASIC3","DD3","VSMC",-0.46989783706305,-1,0.53010216293695
"ASIC3","DD3","Pericyte",-0.46989783706305,1.17408270028655,-1.6439805373496
"KCNK2","DD1","FB",2.03536336526532,2.37359949291938,-0.338236127654063
"KCNK2","DD1","VSMC",2.03536336526532,-1,3.03536336526532
"KCNK2","DD1","Pericyte",2.03536336526532,-1,3.03536336526532
"KCNK2","DD2","FB",0.808790020887381,2.40197073729809,-1.59318071641071
"KCNK2","DD2","VSMC",0.808790020887381,-1,1.80879002088738
"KCNK2","DD2","Pericyte",0.808790020887381,-1,1.80879002088738
"KCNK2","DD3","FB",1.86776064285326,2.81301530443727,-0.945254661584016
"KCNK2","DD3","VSMC",1.86776064285326,-1,2.86776064285326
"KCNK2","DD3","Pericyte",1.86776064285326,0.125531988859798,1.74222865399346
"KCNK4","DD1","FB",0.765325292756327,0.829441835084521,-0.0641165423281947
"KCNK4","DD1","VSMC",0.765325292756327,-1,1.76532529275633
"KCNK4","DD1","Pericyte",0.765325292756327,-1,1.76532529275633
"KCNK4","DD2","FB",0.1777962839458,0.420356487148734,-0.242560203202934
"KCNK4","DD2","VSMC",0.1777962839458,-1,1.1777962839458
"KCNK4","DD2","Pericyte",0.1777962839458,-1,1.1777962839458
"KCNK4","DD3","FB",-0.200869234808529,1.36695429703653,-1.56782353184506
"KCNK4","DD3","VSMC",-0.200869234808529,-1,0.799130765191471
"KCNK4","DD3","Pericyte",-0.200869234808529,-1,0.799130765191471
"TMEM63A","DD1","FB",0.722471263215525,3.72690429785855,-3.00443303464303
"TMEM63A","DD1","VSMC",0.722471263215525,3.38362960732681,-2.66115834411129
"TMEM63A","DD1","Pericyte",0.722471263215525,3.6566598523592,-2.93418858914368
"TMEM63A","DD2","FB",2.69838962530285,3.01040204028626,-0.312012414983416
"TMEM63A","DD2","VSMC",2.69838962530285,3.54825718921672,-0.849867563913869
"TMEM63A","DD2","Pericyte",2.69838962530285,3.55764751471851,-0.859257889415666
"TMEM63A","DD3","FB",2.58268457039699,3.35290364259403,-0.770219072197042
"TMEM63A","DD3","VSMC",2.58268457039699,4.15132058869448,-1.56863601829749
"TMEM63A","DD3","Pericyte",2.58268457039699,3.7281593099022,-1.14547473950521
"TMEM150C","DD1","FB",3.10498687196749,4.33171178790896,-1.22672491594147
"TMEM150C","DD1","VSMC",3.10498687196749,-0.204047443884408,3.3090343158519
"TMEM150C","DD1","Pericyte",3.10498687196749,-0.0966308294272026,3.20161770139469
"TMEM150C","DD2","FB",1.61007638163791,3.84720200669954,-2.23712562506162
"TMEM150C","DD2","VSMC",1.61007638163791,-1,2.61007638163791
"TMEM150C","DD2","Pericyte",1.61007638163791,1.17714374821848,0.432932633419431
"TMEM150C","DD3","FB",2.35652150178941,4.29765142364686,-1.94112992185745
"TMEM150C","DD3","VSMC",2.35652150178941,-0.286948217687425,2.64346971947683
"TMEM150C","DD3","Pericyte",2.35652150178941,0.400356789949426,1.95616471183998
"P2RX4","DD1","FB",4.03199755508771,4.26756433694096,-0.235566781853255
"P2RX4","DD1","VSMC",4.03199755508771,3.99693810539203,0.0350594496956749
"P2RX4","DD1","Pericyte",4.03199755508771,4.86455913123802,-0.832561576150314
"P2RX4","DD2","FB",4.13186216062121,3.91138015712407,0.22048200349714
"P2RX4","DD2","VSMC",4.13186216062121,3.16123184938533,0.970630311235881
"P2RX4","DD2","Pericyte",4.13186216062121,4.21360429465732,-0.0817421340361086
"P2RX4","DD3","FB",4.07835393091675,4.51119929869784,-0.432845367781082
"P2RX4","DD3","VSMC",4.07835393091675,3.95777361931495,0.120580311601803
"P2RX4","DD3","Pericyte",4.07835393091675,4.4253591468012,-0.347005215884447
"P2RX7","DD1","FB",0.703171578618893,2.07319677282181,-1.37002519420291
"P2RX7","DD1","VSMC",0.703171578618893,2.40781429000242,-1.70464271138352
"P2RX7","DD1","Pericyte",0.703171578618893,2.5103373513771,-1.80716577275821
"P2RX7","DD2","FB",0.470465526564898,1.50867845995937,-1.03821293339447
"P2RX7","DD2","VSMC",0.470465526564898,1.51368691468104,-1.04322138811615
"P2RX7","DD2","Pericyte",0.470465526564898,1.59548374922894,-1.12501822266404
"P2RX7","DD3","FB",0.610487503387008,2.55278557244483,-1.94229806905783
"P2RX7","DD3","VSMC",0.610487503387008,0.116310212527348,0.494177290859659
"P2RX7","DD3","Pericyte",0.610487503387008,2.46445072910474,-1.85396322571773
"PDPN","DD1","FB",7.94394332734595,5.30248325739573,2.64146006995022
"PDPN","DD1","VSMC",7.94394332734595,-1,8.94394332734596
"PDPN","DD1","Pericyte",7.94394332734595,1.6153423870415,6.32860094030445
"PDPN","DD2","FB",8.31487133019583,6.59324527175842,1.72162605843741
"PDPN","DD2","VSMC",8.31487133019583,1.75841937760303,6.5564519525928
"PDPN","DD2","Pericyte",8.31487133019583,1.77392322230661,6.54094810788921
"PDPN","DD3","FB",8.5933878800237,5.57761398699065,3.01577389303305
"PDPN","DD3","VSMC",8.5933878800237,-0.309388598112421,8.90277647813612
"PDPN","DD3","Pericyte",8.5933878800237,3.33217812084975,5.26120975917395
"SCX","DD1","FB",7.44887255782058,3.11018132520575,4.33869123261483
"SCX","DD1","VSMC",7.44887255782058,-0.521639655685743,7.97051221350632
"SCX","DD1","Pericyte",7.44887255782058,1.98965018751825,5.45922237030233
"SCX","DD2","FB",9.85605590531351,4.32750656735695,5.52854933795656
"SCX","DD2","VSMC",9.85605590531351,2.94306918165077,6.91298672366274
"SCX","DD2","Pericyte",9.85605590531351,3.79360960480736,6.06244630050615
"SCX","DD3","FB",8.89484677210988,4.97478353354764,3.92006323856223
"SCX","DD3","VSMC",8.89484677210988,0.977392451640849,7.91745432046903
"SCX","DD3","Pericyte",8.89484677210988,2.18067273442541,6.71417403768446
"FAP","DD1","FB",8.59046411791162,6.78929125784384,1.80117286006778
"FAP","DD1","VSMC",8.59046411791162,0.979986326870016,7.6104777910416
"FAP","DD1","Pericyte",8.59046411791162,3.20166742107672,5.3887966968349
"FAP","DD2","FB",7.62972493819819,6.60748398440419,1.022240953794
"FAP","DD2","VSMC",7.62972493819819,2.02969652744645,5.60002841075175
"FAP","DD2","Pericyte",7.62972493819819,4.22727588697003,3.40244905122816
"FAP","DD3","FB",7.93566091402803,7.21947576015833,0.716185153869699
"FAP","DD3","VSMC",7.93566091402803,1.86918103896343,6.06647987506459
"FAP","DD3","Pericyte",7.93566091402803,4.73790496212971,3.19775595189832
"POSTN","DD1","FB",12.692712737056,4.21359553882894,8.47911719822708
"POSTN","DD1","VSMC",12.692712737056,-0.076330420947656,12.7690431580037
"POSTN","DD1","Pericyte",12.692712737056,6.6570177671337,6.03569496992232
"POSTN","DD2","FB",13.2580464477961,5.67423307901337,7.58381336878275
"POSTN","DD2","VSMC",13.2580464477961,-0.0279258415631886,13.2859722893593
"POSTN","DD2","Pericyte",13.2580464477961,6.27374029272148,6.98430615507465
"POSTN","DD3","FB",13.6139611975702,7.78879859045176,5.82516260711847
"POSTN","DD3","VSMC",13.6139611975702,2.27529443070744,11.3386667668628
"POSTN","DD3","Pericyte",13.6139611975702,8.74576144943681,4.86819974813342
"PDGFRA","DD1","FB",6.3162129459491,7.02600438984311,-0.70979144389401
"PDGFRA","DD1","VSMC",6.3162129459491,0.27640807918745,6.03980486676165
"PDGFRA","DD1","Pericyte",6.3162129459491,0.227203980457559,6.08900896549154
"PDGFRA","DD2","FB",5.46914250262321,7.36972028428177,-1.90057778165856
"PDGFRA","DD2","VSMC",5.46914250262321,-0.452116786986522,5.92125928960973
"PDGFRA","DD2","Pericyte",5.46914250262321,1.75741489875375,3.71172760386946
"PDGFRA","DD3","FB",6.17658539946223,7.08499218504855,-0.90840678558632
"PDGFRA","DD3","VSMC",6.17658539946223,-1,7.17658539946223
"PDGFRA","DD3","Pericyte",6.17658539946223,2.53215074266198,3.64443465680025
"APOD","DD1","FB",1.71693831077843,12.7727536379945,-11.0558153272161
"APOD","DD1","VSMC",1.71693831077843,4.27597402678961,-2.55903571601118
"APOD","DD1","Pericyte",1.71693831077843,0.101973092340742,1.61496521843769
"APOD","DD2","FB",2.02077634026589,10.8187822660373,-8.79800592577145
"APOD","DD2","VSMC",2.02077634026589,-0.16559728635402,2.18637362661991
"APOD","DD2","Pericyte",2.02077634026589,3.92398379210291,-1.90320745183702
"APOD","DD3","FB",0.000192452187133041,11.8540629515571,-11.8538704993699
"APOD","DD3","VSMC",0.000192452187133041,0.317481889918419,-0.317289437731286
"APOD","DD3","Pericyte",0.000192452187133041,2.76133144650793,-2.7611389943208
