"gene","sample","comparator_identity","myofib_log2CPM","comparator_log2CPM","myofib_minus_comparator_log2CPM"
"FERMT2","DD1","FB",6.50917325069239,6.25829451347049,0.250878737221901
"FERMT2","DD1","VSMC",6.50917325069239,6.38049983742996,0.128673413262427
"FERMT2","DD1","Pericyte",6.50917325069239,6.34159770667308,0.167575544019312
"FERMT2","DD2","FB",6.81570678216896,6.62952830839415,0.18617847377481
"FERMT2","DD2","VSMC",6.81570678216896,6.39542060179629,0.420286180372667
"FERMT2","DD2","Pericyte",6.81570678216896,6.64287781700892,0.172828965160037
"FERMT2","DD3","FB",6.90449790471578,6.89740747387654,0.00709043083923788
"FERMT2","DD3","VSMC",6.90449790471578,6.89686899013372,0.00762891458206649
"FERMT2","DD3","Pericyte",6.90449790471578,6.7795767090405,0.124921195675285
"TLN1","DD1","FB",6.26405715599281,6.24462417980281,0.0194329761900081
"TLN1","DD1","VSMC",6.26405715599281,7.67194928866895,-1.40789213267614
"TLN1","DD1","Pericyte",6.26405715599281,7.11371495568613,-0.849657799693315
"TLN1","DD2","FB",6.75075907845596,6.01900388240287,0.731755196053082
"TLN1","DD2","VSMC",6.75075907845596,7.53678116628597,-0.786022087830013
"TLN1","DD2","Pericyte",6.75075907845596,7.03141558214882,-0.280656503692859
"TLN1","DD3","FB",6.87913437571878,6.71307978344225,0.166054592276525
"TLN1","DD3","VSMC",6.87913437571878,8.30116144969189,-1.42202707397311
"TLN1","DD3","Pericyte",6.87913437571878,7.45580624765001,-0.576671871931227
"PKD1","DD1","FB",5.29692400494778,5.63742738337747,-0.340503378429694
"PKD1","DD1","VSMC",5.29692400494778,3.55777956911979,1.739144435828
"PKD1","DD1","Pericyte",5.29692400494778,4.30268953984439,0.994234465103388
"PKD1","DD2","FB",5.7946817221288,5.27256389954901,0.522117822579792
"PKD1","DD2","VSMC",5.7946817221288,4.7390909151652,1.0555908069636
"PKD1","DD2","Pericyte",5.7946817221288,4.63273619759078,1.16194552453802
"PKD1","DD3","FB",5.68375017570553,5.53164497361056,0.152105202094978
"PKD1","DD3","VSMC",5.68375017570553,4.96544848003642,0.718301695669115
"PKD1","DD3","Pericyte",5.68375017570553,4.87765942004403,0.806090755661506
"TLN2","DD1","FB",4.64427124372077,4.50873343160343,0.135537812117344
"TLN2","DD1","VSMC",4.64427124372077,1.12693229977832,3.51733894394246
"TLN2","DD1","Pericyte",4.64427124372077,2.53906568221795,2.10520556150282
"TLN2","DD2","FB",4.42422158121543,3.92961375969464,0.494607821520785
"TLN2","DD2","VSMC",4.42422158121543,1.70267747887491,2.72154410234052
"TLN2","DD2","Pericyte",4.42422158121543,2.41559449230255,2.00862708891288
"TLN2","DD3","FB",4.05329814035959,4.58958316676148,-0.536285026401899
"TLN2","DD3","VSMC",4.05329814035959,1.09300438169796,2.96029375866163
"TLN2","DD3","Pericyte",4.05329814035959,1.94719840015513,2.10609974020446
"RAC1","DD1","FB",9.18161921184986,9.03368316774884,0.147936044101014
"RAC1","DD1","VSMC",9.18161921184986,9.28958949295992,-0.107970281110065
"RAC1","DD1","Pericyte",9.18161921184986,9.47348039416073,-0.291861182310873
"RAC1","DD2","FB",9.16403019426545,9.14349541604268,0.0205347782227747
"RAC1","DD2","VSMC",9.16403019426545,9.21756059359582,-0.05353039933037
"RAC1","DD2","Pericyte",9.16403019426545,9.39079461374591,-0.226764419480455
"RAC1","DD3","FB",9.3794392728522,9.34465580161266,0.0347834712395407
"RAC1","DD3","VSMC",9.3794392728522,9.45200777280521,-0.0725684999530056
"RAC1","DD3","Pericyte",9.3794392728522,9.53575150184736,-0.156312228995155
"YAP1","DD1","FB",5.1862932253431,5.17525769327016,0.0110355320729436
"YAP1","DD1","VSMC",5.1862932253431,5.17283674761074,0.0134564777323556
"YAP1","DD1","Pericyte",5.1862932253431,5.36898958149084,-0.182696356147738
"YAP1","DD2","FB",5.1679932193497,5.1216857515791,0.046307467770597
"YAP1","DD2","VSMC",5.1679932193497,5.67884059574667,-0.510847376396971
"YAP1","DD2","Pericyte",5.1679932193497,5.948851865015,-0.780858645665297
"YAP1","DD3","FB",5.3886097963711,5.82584880679232,-0.437239010421218
"YAP1","DD3","VSMC",5.3886097963711,5.81587282046233,-0.427263024091228
"YAP1","DD3","Pericyte",5.3886097963711,5.43461652354024,-0.0460067271691429
"PIEZO1","DD1","FB",4.26685181224264,4.58194472346135,-0.315092911218716
"PIEZO1","DD1","VSMC",4.26685181224264,1.41065295586605,2.85619885637659
"PIEZO1","DD1","Pericyte",4.26685181224264,3.08650887728848,1.18034293495416
"PIEZO1","DD2","FB",2.99037111551758,3.82479116274014,-0.834420047222558
"PIEZO1","DD2","VSMC",2.99037111551758,1.10796442109122,1.88240669442636
"PIEZO1","DD2","Pericyte",2.99037111551758,3.02061867977745,-0.0302475642598674
