"sample","source","seurat_cluster","reproduced_identity","singlet_cells","gene","percent_cells_expressing","mean_log_normalized_expression"
"SF3","SF","0","FB",369,"TMEM150C",2.9810298102981,0.037594724157629
"SF3","SF","0","FB",369,"P2RX4",6.50406504065041,0.0586360933439307
"SF3","SF","0","FB",369,"P2RX7",4.6070460704607,0.0478989273152813
"SF3","SF","0","FB",369,"PDPN",18.4281842818428,0.191716814755228
"SF3","SF","0","FB",369,"SCX",13.550135501355,0.205826297262532
"SF3","SF","0","FB",369,"FAP",33.0623306233062,0.425868131427671
"SF3","SF","0","FB",369,"POSTN",0.5420054200542,0.00564540389534278
"SF3","SF","0","FB",369,"PDGFRA",64.4986449864499,0.968371298449913
"SF3","SF","0","FB",369,"APOD",55.2845528455285,1.61788740121171
"DD1","DD","0","FB",831,"CNN1",0.962695547533093,0.0121071206837745
"DD1","DD","0","FB",831,"ITGA8",0.962695547533093,0.0124250244658377
"DD1","DD","0","FB",831,"TAGLN",21.4199759326113,0.358243107946958
"DD1","DD","0","FB",831,"ACTA2",14.560770156438,0.16777405567329
"DD1","DD","0","FB",831,"TPM1",47.7737665463297,0.906304028059438
"DD1","DD","0","FB",831,"TPM2",26.9554753309266,0.401460795150237
"DD1","DD","0","FB",831,"ITGB1",51.1432009626955,0.913350268290143
"DD1","DD","0","FB",831,"ITGAV",14.8014440433213,0.228645330187971
"DD1","DD","0","FB",831,"BCAR1",4.57280385078219,0.0585621283238547
"DD1","DD","0","FB",831,"PIEZO2",5.29482551143201,0.0839693638296855
"DD1","DD","0","FB",831,"TEAD2",3.85078219013237,0.0528118274259625
"DD1","DD","0","FB",831,"LIMK1",3.73044524669073,0.0590179150699293
"DD1","DD","0","FB",831,"CNN2",10.1083032490975,0.151829667927844
"DD1","DD","0","FB",831,"TEAD3",0.962695547533093,0.0158702102714914
"DD1","DD","0","FB",831,"PFN1",72.6835138387485,1.58175268768116
"DD1","DD","0","FB",831,"CFL1",74.488567990373,1.63085907653293
"DD1","DD","0","FB",831,"TMEM63B",3.73044524669073,0.0578785050791771
"DD1","DD","0","FB",831,"ITGA5",9.14560770156438,0.135149068401442
"DD1","DD","0","FB",831,"MYLK",6.2575210589651,0.0963493399765005
"DD1","DD","0","FB",831,"ILK",39.3501805054152,0.642721919269542
"DD1","DD","0","FB",831,"MYL9",53.7906137184115,0.978226764965353
"DD1","DD","0","FB",831,"NF2",5.89651022864019,0.081024735026744
"DD1","DD","0","FB",831,"PARVA",17.4488567990373,0.255655287989284
"DD1","DD","0","FB",831,"PKD2",7.46089049338147,0.113429937528746
"DD1","DD","0","FB",831,"VCL",12.9963898916967,0.205191279866096
"DD1","DD","0","FB",831,"TEAD4",0.601684717208183,0.0073928533928993
"DD1","DD","0","FB",831,"ITGA2",0.601684717208183,0.00793204429869652
"DD1","DD","0","FB",831,"WWTR1",8.78459687123947,0.118518979832633
"DD1","DD","0","FB",831,"FLNA",32.2503008423586,0.588233598141257
"DD1","DD","0","FB",831,"PANX1",3.6101083032491,0.0525881218410615
"DD1","DD","0","FB",831,"TEAD1",7.5812274368231,0.118021408084353
"DD1","DD","0","FB",831,"CDC42",52.1058965102286,0.930030087819658
"DD1","DD","0","FB",831,"FERMT2",17.9302045728039,0.267297600338091
"DD1","DD","0","FB",831,"TLN1",18.7725631768953,0.283045485312356
"DD1","DD","0","FB",831,"PKD1",12.2743682310469,0.218895177830113
"DD1","DD","0","FB",831,"TLN2",6.37785800240674,0.0876565790537064
"DD1","DD","0","FB",831,"RAC1",65.9446450060168,1.29898518602733
"DD1","DD","0","FB",831,"YAP1",9.62695547533093,0.149532113190513
"DD1","DD","0","FB",831,"PIEZO1",6.13718411552347,0.0883058096323863
"DD1","DD","0","FB",831,"TRPV4",0.36101083032491,0.00305758058072275
"DD1","DD","0","FB",831,"TRPA1",0,0
"DD1","DD","0","FB",831,"TRPC1",2.04572803850782,0.0309670480211225
"DD1","DD","0","FB",831,"TRPC3",0,0
"DD1","DD","0","FB",831,"TRPC6",0.240673886883273,0.00375919042740249
"DD1","DD","0","FB",831,"ASIC1",0.962695547533093,0.0204134220846251
"DD1","DD","0","FB",831,"ASIC2",0,0
"DD1","DD","0","FB",831,"ASIC3",0.120336943441637,0.000760240373368227
"DD1","DD","0","FB",831,"KCNK2",1.323706377858,0.0163367532886814
"DD1","DD","0","FB",831,"KCNK4",0.36101083032491,0.00496637204102967
"DD1","DD","0","FB",831,"TMEM63A",3.85078219013237,0.0551666909062919
"DD1","DD","0","FB",831,"TMEM150C",5.29482551143201,0.0723309532241965
"DD1","DD","0","FB",831,"P2RX4",5.17448856799037,0.0706039131944027
"DD1","DD","0","FB",831,"P2RX7",1.08303249097473,0.0153889502759461
"DD1","DD","0","FB",831,"PDPN",8.78459687123947,0.123073018804723
"DD1","DD","0","FB",831,"SCX",1.92539109506619,0.0319684089680501
"DD1","DD","0","FB",831,"FAP",19.3742478941035,0.307554254187468
"DD1","DD","0","FB",831,"POSTN",2.647412755716,0.0441173507978377
"DD1","DD","0","FB",831,"PDGFRA",25.2707581227437,0.436607927177755
"DD1","DD","0","FB",831,"APOD",51.8652226233454,1.91941172507726
"DD2","DD","0","FB",1426,"CNN1",2.59467040673212,0.0218944329120248
"DD2","DD","0","FB",1426,"ITGA8",4.20757363253857,0.0403876787712836
"DD2","DD","0","FB",1426,"TAGLN",33.3800841514727,0.421130891342292
"DD2","DD","0","FB",1426,"ACTA2",25.4558204768583,0.232493997187701
"DD2","DD","0","FB",1426,"TPM1",62.9032258064516,0.902948997308188
"DD2","DD","0","FB",1426,"TPM2",39.5511921458626,0.412145448992222
"DD2","DD","0","FB",1426,"ITGB1",69.2847124824684,1.00302332549831
"DD2","DD","0","FB",1426,"ITGAV",30.5049088359046,0.339131975742291
"DD2","DD","0","FB",1426,"BCAR1",14.4460028050491,0.144214880947379
"DD2","DD","0","FB",1426,"PIEZO2",9.67741935483871,0.104745456184954
"DD2","DD","0","FB",1426,"TEAD2",11.3604488078541,0.110827988992248
"DD2","DD","0","FB",1426,"LIMK1",5.11921458625526,0.0485543239542834
"DD2","DD","0","FB",1426,"CNN2",26.7882187938289,0.289965044667633
"DD2","DD","0","FB",1426,"TEAD3",3.92706872370266,0.0350938626089883
"DD2","DD","0","FB",1426,"PFN1",81.2061711079944,1.50071529441398
"DD2","DD","0","FB",1426,"CFL1",83.5904628330996,1.67813701650718
"DD2","DD","0","FB",1426,"TMEM63B",4.97896213183731,0.0521850474770408
"DD2","DD","0","FB",1426,"ITGA5",22.3001402524544,0.242635582250662
"DD2","DD","0","FB",1426,"MYLK",7.3632538569425,0.0775978757542376
"DD2","DD","0","FB",1426,"ILK",47.3352033660589,0.606152487886415
"DD2","DD","0","FB",1426,"MYL9",67.8120617110799,1.07003021036586
"DD2","DD","0","FB",1426,"NF2",7.92426367461431,0.0808466164083307
"DD2","DD","0","FB",1426,"PARVA",31.9775596072931,0.363513906816712
"DD2","DD","0","FB",1426,"PKD2",12.9032258064516,0.137404903700106
"DD2","DD","0","FB",1426,"VCL",29.0322580645161,0.332136254033748
"DD2","DD","0","FB",1426,"TEAD4",2.03366058906031,0.01842151877278
"DD2","DD","0","FB",1426,"ITGA2",1.05189340813464,0.0111298091514301
"DD2","DD","0","FB",1426,"WWTR1",21.7391304347826,0.223492311475235
"DD2","DD","0","FB",1426,"FLNA",50.6311360448808,0.662847036003388
"DD2","DD","0","FB",1426,"PANX1",5.53997194950912,0.0499587974231795
"DD2","DD","0","FB",1426,"TEAD1",8.90603085553997,0.0978536537184297
"DD2","DD","0","FB",1426,"CDC42",62.4824684431978,0.858560846131269
"DD2","DD","0","FB",1426,"FERMT2",35.0631136044881,0.417141513554721
"DD2","DD","0","FB",1426,"TLN1",26.577840112202,0.291714556339648
"DD2","DD","0","FB",1426,"PKD1",18.0925666199158,0.202819292005635
"DD2","DD","0","FB",1426,"TLN2",7.3632538569425,0.0790501329280896
"DD2","DD","0","FB",1426,"RAC1",83.3099579242637,1.56494879041274
"DD2","DD","0","FB",1426,"YAP1",16.7601683029453,0.177978868303866
"DD2","DD","0","FB",1426,"PIEZO1",6.94249649368864,0.0758265388982066
"DD2","DD","0","FB",1426,"TRPV4",0.981767180925666,0.00859094684996739
"DD2","DD","0","FB",1426,"TRPA1",0,0
"DD2","DD","0","FB",1426,"TRPC1",3.78681626928471,0.0442120513472169
"DD2","DD","0","FB",1426,"TRPC3",0.210378681626928,0.00178798474394248
"DD2","DD","0","FB",1426,"TRPC6",0.0701262272089762,0.000767005304803955
"DD2","DD","0","FB",1426,"ASIC1",1.7531556802244,0.0174043447553519
"DD2","DD","0","FB",1426,"ASIC2",0.140252454417952,0.00154879049072788
"DD2","DD","0","FB",1426,"ASIC3",0.420757363253857,0.0058757124579967
"DD2","DD","0","FB",1426,"KCNK2",2.10378681626928,0.0194624837428431
"DD2","DD","0","FB",1426,"KCNK4",0.420757363253857,0.00311897602368637
"DD2","DD","0","FB",1426,"TMEM63A",3.71669004207574,0.0424265878808261
"DD2","DD","0","FB",1426,"TMEM150C",5.46984572230014,0.0670361229300691
"DD2","DD","0","FB",1426,"P2RX4",7.57363253856942,0.0706219256329321
"DD2","DD","0","FB",1426,"P2RX7",1.33239831697055,0.0145624738203031
"DD2","DD","0","FB",1426,"PDPN",29.1725105189341,0.325822268467374
"DD2","DD","0","FB",1426,"SCX",12.0617110799439,0.0976440021961364
"DD2","DD","0","FB",1426,"FAP",32.468443197756,0.396159663876455
"DD2","DD","0","FB",1426,"POSTN",6.1711079943899,0.143788720107042
"DD2","DD","0","FB",1426,"PDGFRA",45.0911640953717,0.62280838589341
"DD2","DD","0","FB",1426,"APOD",67.8821879382889,1.77003681792126
"DD3","DD","0","FB",568,"CNN1",0.528169014084507,0.00931671134122596
"DD3","DD","0","FB",568,"ITGA8",4.92957746478873,0.0698783812450418
"DD3","DD","0","FB",568,"TAGLN",42.6056338028169,0.774668735710985
"DD3","DD","0","FB",568,"ACTA2",23.0633802816901,0.29038038199777
"DD3","DD","0","FB",568,"TPM1",52.9929577464789,0.908511410560176
"DD3","DD","0","FB",568,"TPM2",37.5,0.563611080560397
"DD3","DD","0","FB",568,"ITGB1",66.9014084507042,1.26218333288551
"DD3","DD","0","FB",568,"ITGAV",23.0633802816901,0.322699716794571
"DD3","DD","0","FB",568,"BCAR1",12.8521126760563,0.152352293502735
"DD3","DD","0","FB",568,"PIEZO2",4.75352112676056,0.0665918888277456
"DD3","DD","0","FB",568,"TEAD2",5.63380281690141,0.0705087426541407
"DD3","DD","0","FB",568,"LIMK1",3.69718309859155,0.0460792360164058
"DD3","DD","0","FB",568,"CNN2",9.33098591549296,0.107793209469136
"DD3","DD","0","FB",568,"TEAD3",2.46478873239437,0.0372778445220812
"DD3","DD","0","FB",568,"PFN1",71.3028169014084,1.50306780908091
"DD3","DD","0","FB",568,"CFL1",69.0140845070423,1.48649881136891
"DD3","DD","0","FB",568,"TMEM63B",4.92957746478873,0.0628272374071359
"DD3","DD","0","FB",568,"ITGA5",11.9718309859155,0.148464816201659
"DD3","DD","0","FB",568,"MYLK",10.5633802816901,0.164680617366757
"DD3","DD","0","FB",568,"ILK",36.9718309859155,0.549472565565378
"DD3","DD","0","FB",568,"MYL9",54.7535211267606,0.939990853010656
"DD3","DD","0","FB",568,"NF2",6.33802816901408,0.072394740331125
"DD3","DD","0","FB",568,"PARVA",21.6549295774648,0.271130841875397
"DD3","DD","0","FB",568,"PKD2",12.8521126760563,0.181613281546197
"DD3","DD","0","FB",568,"VCL",20.2464788732394,0.271937233669744
"DD3","DD","0","FB",568,"TEAD4",0,0
"DD3","DD","0","FB",568,"ITGA2",1.40845070422535,0.0211326542339337
"DD3","DD","0","FB",568,"WWTR1",19.8943661971831,0.272150627072607
"DD3","DD","0","FB",568,"FLNA",36.7957746478873,0.583437378611759
"DD3","DD","0","FB",568,"PANX1",2.99295774647887,0.0358215962666623
"DD3","DD","0","FB",568,"TEAD1",9.15492957746479,0.146509691763098
"DD3","DD","0","FB",568,"CDC42",58.8028169014084,1.04220515607166
"DD3","DD","0","FB",568,"FERMT2",30.6338028169014,0.437853977265793
"DD3","DD","0","FB",568,"TLN1",28.6971830985916,0.375508322466696
"DD3","DD","0","FB",568,"PKD1",14.4366197183099,0.218237017104968
"DD3","DD","0","FB",568,"TLN2",7.57042253521127,0.101772340162514
"DD3","DD","0","FB",568,"RAC1",67.7816901408451,1.41254394105416
"DD3","DD","0","FB",568,"YAP1",15.8450704225352,0.226887651599843
"DD3","DD","0","FB",568,"PIEZO1",7.57042253521127,0.117601940768303
"DD3","DD","0","FB",568,"TRPV4",0.704225352112676,0.00327534246400578
"DD3","DD","0","FB",568,"TRPA1",0,0
"DD3","DD","0","FB",568,"TRPC1",3.87323943661972,0.044712740219574
"DD3","DD","0","FB",568,"TRPC3",0.176056338028169,0.00168150217441752
"DD3","DD","0","FB",568,"TRPC6",0.176056338028169,0.00193087985110468
"DD3","DD","0","FB",568,"ASIC1",0.704225352112676,0.00745677144022816
"DD3","DD","0","FB",568,"ASIC2",0,0
"DD3","DD","0","FB",568,"ASIC3",0.528169014084507,0.00645269426667074
"DD3","DD","0","FB",568,"KCNK2",2.11267605633803,0.0235415417207409
"DD3","DD","0","FB",568,"KCNK4",0.704225352112676,0.00533527584817188
"DD3","DD","0","FB",568,"TMEM63A",3.87323943661972,0.0401810899555723
"DD3","DD","0","FB",568,"TMEM150C",5.63380281690141,0.0755209722519278
"DD3","DD","0","FB",568,"P2RX4",7.57042253521127,0.0938566071687612
"DD3","DD","0","FB",568,"P2RX7",1.93661971830986,0.0274625011499654
"DD3","DD","0","FB",568,"PDPN",16.3732394366197,0.220668963523579
"DD3","DD","0","FB",568,"SCX",8.80281690140845,0.121036656966222
"DD3","DD","0","FB",568,"FAP",28.5211267605634,0.464714580913942
"DD3","DD","0","FB",568,"POSTN",23.943661971831,0.684930618838903
"DD3","DD","0","FB",568,"PDGFRA",30.9859154929577,0.474947619993479
"DD3","DD","0","FB",568,"APOD",41.3732394366197,1.29045545827134
"Dermis2","Dermis","1","Myofib",4,"CNN1",0,0
"Dermis2","Dermis","1","Myofib",4,"ITGA8",0,0
"Dermis2","Dermis","1","Myofib",4,"TAGLN",75,1.69198204886404
"Dermis2","Dermis","1","Myofib",4,"ACTA2",0,0
"Dermis2","Dermis","1","Myofib",4,"TPM1",50,1.11489296845398
"Dermis2","Dermis","1","Myofib",4,"TPM2",75,1.38822916567685
"Dermis2","Dermis","1","Myofib",4,"ITGB1",75,1.6165739025413
"Dermis2","Dermis","1","Myofib",4,"ITGAV",75,1.16283087803054
"Dermis2","Dermis","1","Myofib",4,"BCAR1",25,0.438841718190166
"Dermis2","Dermis","1","Myofib",4,"PIEZO2",0,0
"Dermis2","Dermis","1","Myofib",4,"TEAD2",25,0.311509816026233
"Dermis2","Dermis","1","Myofib",4,"LIMK1",0,0
"Dermis2","Dermis","1","Myofib",4,"CNN2",0,0
"Dermis2","Dermis","1","Myofib",4,"TEAD3",25,0.279530350984207
"Dermis2","Dermis","1","Myofib",4,"PFN1",100,2.91898536591634
"Dermis2","Dermis","1","Myofib",4,"CFL1",100,2.08143394147383
"Dermis2","Dermis","1","Myofib",4,"TMEM63B",0,0
"Dermis2","Dermis","1","Myofib",4,"ITGA5",0,0
"Dermis2","Dermis","1","Myofib",4,"MYLK",0,0
"Dermis2","Dermis","1","Myofib",4,"ILK",75,1.27019753964847
"Dermis2","Dermis","1","Myofib",4,"MYL9",50,0.790277737142596
"Dermis2","Dermis","1","Myofib",4,"NF2",0,0
"Dermis2","Dermis","1","Myofib",4,"PARVA",50,0.901093296190645
"Dermis2","Dermis","1","Myofib",4,"PKD2",25,0.386181720140547
"Dermis2","Dermis","1","Myofib",4,"VCL",0,0
"Dermis2","Dermis","1","Myofib",4,"TEAD4",0,0
"Dermis2","Dermis","1","Myofib",4,"ITGA2",25,0.284472207276573
"Dermis2","Dermis","1","Myofib",4,"WWTR1",25,0.328705313007156
"Dermis2","Dermis","1","Myofib",4,"FLNA",50,0.665577170379598
"Dermis2","Dermis","1","Myofib",4,"PANX1",0,0
"Dermis2","Dermis","1","Myofib",4,"TEAD1",0,0
"Dermis2","Dermis","1","Myofib",4,"CDC42",75,1.49559701581668
"Dermis2","Dermis","1","Myofib",4,"FERMT2",0,0
"Dermis2","Dermis","1","Myofib",4,"TLN1",0,0
"Dermis2","Dermis","1","Myofib",4,"PKD1",25,0.438138756719811
"Dermis2","Dermis","1","Myofib",4,"TLN2",0,0
"Dermis2","Dermis","1","Myofib",4,"RAC1",75,1.20280372313492
"Dermis2","Dermis","1","Myofib",4,"YAP1",50,0.689740285876377
"Dermis2","Dermis","1","Myofib",4,"PIEZO1",0,0
"Dermis2","Dermis","1","Myofib",4,"TRPV4",0,0
"Dermis2","Dermis","1","Myofib",4,"TRPA1",0,0
"Dermis2","Dermis","1","Myofib",4,"TRPC1",0,0
"Dermis2","Dermis","1","Myofib",4,"TRPC3",0,0
"Dermis2","Dermis","1","Myofib",4,"TRPC6",0,0
"Dermis2","Dermis","1","Myofib",4,"ASIC1",0,0
"Dermis2","Dermis","1","Myofib",4,"ASIC2",0,0
"Dermis2","Dermis","1","Myofib",4,"ASIC3",0,0
"Dermis2","Dermis","1","Myofib",4,"KCNK2",0,0
"Dermis2","Dermis","1","Myofib",4,"KCNK4",0,0
"Dermis2","Dermis","1","Myofib",4,"TMEM63A",0,0
"Dermis2","Dermis","1","Myofib",4,"TMEM150C",0,0
"Dermis2","Dermis","1","Myofib",4,"P2RX4",0,0
"Dermis2","Dermis","1","Myofib",4,"P2RX7",0,0
"Dermis2","Dermis","1","Myofib",4,"PDPN",50,0.687883081081951
"Dermis2","Dermis","1","Myofib",4,"SCX",0,0
"Dermis2","Dermis","1","Myofib",4,"FAP",25,0.531264491672787
"Dermis2","Dermis","1","Myofib",4,"POSTN",100,4.58406722438176
"Dermis2","Dermis","1","Myofib",4,"PDGFRA",25,0.467768678206696
"Dermis2","Dermis","1","Myofib",4,"APOD",25,0.37374923667096
"SF1","SF","1","Myofib",1,"CNN1",0,0
"SF1","SF","1","Myofib",1,"ITGA8",0,0
"SF1","SF","1","Myofib",1,"TAGLN",0,0
"SF1","SF","1","Myofib",1,"ACTA2",0,0
"SF1","SF","1","Myofib",1,"TPM1",0,0
"SF1","SF","1","Myofib",1,"TPM2",0,0
"SF1","SF","1","Myofib",1,"ITGB1",100,2.57837732559715
"SF1","SF","1","Myofib",1,"ITGAV",100,1.39644065819362
"SF1","SF","1","Myofib",1,"BCAR1",0,0
"SF1","SF","1","Myofib",1,"PIEZO2",0,0
"SF1","SF","1","Myofib",1,"TEAD2",100,1.19829213122452
"SF1","SF","1","Myofib",1,"LIMK1",0,0
"SF1","SF","1","Myofib",1,"CNN2",0,0
"SF1","SF","1","Myofib",1,"TEAD3",0,0
"SF1","SF","1","Myofib",1,"PFN1",100,2.71383372075796
"SF1","SF","1","Myofib",1,"CFL1",100,2.29941915304992
"SF1","SF","1","Myofib",1,"TMEM63B",0,0
"SF1","SF","1","Myofib",1,"ITGA5",0,0
"SF1","SF","1","Myofib",1,"MYLK",100,1.85545443060464
"SF1","SF","1","Myofib",1,"ILK",100,1.94184313258135
"SF1","SF","1","Myofib",1,"MYL9",0,0
"SF1","SF","1","Myofib",1,"NF2",0,0
"SF1","SF","1","Myofib",1,"PARVA",0,0
"SF1","SF","1","Myofib",1,"PKD2",0,0
"SF1","SF","1","Myofib",1,"VCL",0,0
"SF1","SF","1","Myofib",1,"TEAD4",0,0
"SF1","SF","1","Myofib",1,"ITGA2",0,0
"SF1","SF","1","Myofib",1,"WWTR1",0,0
"SF1","SF","1","Myofib",1,"FLNA",100,1.27487198789141
"SF1","SF","1","Myofib",1,"PANX1",0,0
"SF1","SF","1","Myofib",1,"TEAD1",0,0
"SF1","SF","1","Myofib",1,"CDC42",100,1.27615388065369
"SF1","SF","1","Myofib",1,"FERMT2",0,0
"SF1","SF","1","Myofib",1,"TLN1",100,1.40165530988673
"SF1","SF","1","Myofib",1,"PKD1",0,0
"SF1","SF","1","Myofib",1,"TLN2",0,0
"SF1","SF","1","Myofib",1,"RAC1",100,1.11316153879827
"SF1","SF","1","Myofib",1,"YAP1",0,0
"SF1","SF","1","Myofib",1,"PIEZO1",0,0
"SF1","SF","1","Myofib",1,"TRPV4",0,0
"SF1","SF","1","Myofib",1,"TRPA1",0,0
"SF1","SF","1","Myofib",1,"TRPC1",0,0
"SF1","SF","1","Myofib",1,"TRPC3",0,0
"SF1","SF","1","Myofib",1,"TRPC6",0,0
"SF1","SF","1","Myofib",1,"ASIC1",0,0
"SF1","SF","1","Myofib",1,"ASIC2",0,0
"SF1","SF","1","Myofib",1,"ASIC3",0,0
"SF1","SF","1","Myofib",1,"KCNK2",0,0
"SF1","SF","1","Myofib",1,"KCNK4",0,0
"SF1","SF","1","Myofib",1,"TMEM63A",0,0
"SF1","SF","1","Myofib",1,"TMEM150C",0,0
"SF1","SF","1","Myofib",1,"P2RX4",0,0
"SF1","SF","1","Myofib",1,"P2RX7",0,0
"SF1","SF","1","Myofib",1,"PDPN",0,0
"SF1","SF","1","Myofib",1,"SCX",0,0
"SF1","SF","1","Myofib",1,"FAP",0,0
"SF1","SF","1","Myofib",1,"POSTN",0,0
"SF1","SF","1","Myofib",1,"PDGFRA",0,0
"SF1","SF","1","Myofib",1,"APOD",0,0
"SF2","SF","1","Myofib",13,"CNN1",7.69230769230769,0.00683086277941997
"SF2","SF","1","Myofib",13,"ITGA8",38.4615384615385,0.575905209414405
"SF2","SF","1","Myofib",13,"TAGLN",38.4615384615385,0.942471351569802
"SF2","SF","1","Myofib",13,"ACTA2",0,0
"SF2","SF","1","Myofib",13,"TPM1",84.6153846153846,1.38447504105479
"SF2","SF","1","Myofib",13,"TPM2",38.4615384615385,0.384458420524214
"SF2","SF","1","Myofib",13,"ITGB1",92.3076923076923,1.92212171348422
"SF2","SF","1","Myofib",13,"ITGAV",53.8461538461538,0.652277438283128
"SF2","SF","1","Myofib",13,"BCAR1",0,0
"SF2","SF","1","Myofib",13,"PIEZO2",30.7692307692308,0.336666257562469
"SF2","SF","1","Myofib",13,"TEAD2",15.3846153846154,0.198833533689069
"SF2","SF","1","Myofib",13,"LIMK1",15.3846153846154,0.120690703011142
"SF2","SF","1","Myofib",13,"CNN2",38.4615384615385,0.589327098849255
"SF2","SF","1","Myofib",13,"TEAD3",0,0
"SF2","SF","1","Myofib",13,"PFN1",84.6153846153846,1.17020586699019
"SF2","SF","1","Myofib",13,"CFL1",92.3076923076923,1.93607015122597
"SF2","SF","1","Myofib",13,"TMEM63B",7.69230769230769,0.0930159651655308
"SF2","SF","1","Myofib",13,"ITGA5",7.69230769230769,0.093601683238158
"SF2","SF","1","Myofib",13,"MYLK",38.4615384615385,0.544779030344011
"SF2","SF","1","Myofib",13,"ILK",46.1538461538462,0.666229889038276
"SF2","SF","1","Myofib",13,"MYL9",53.8461538461538,0.740212003137887
"SF2","SF","1","Myofib",13,"NF2",30.7692307692308,0.268553651463293
"SF2","SF","1","Myofib",13,"PARVA",30.7692307692308,0.286108526026597
"SF2","SF","1","Myofib",13,"PKD2",53.8461538461538,0.776922635216249
"SF2","SF","1","Myofib",13,"VCL",30.7692307692308,0.330017978012211
"SF2","SF","1","Myofib",13,"TEAD4",0,0
"SF2","SF","1","Myofib",13,"ITGA2",0,0
"SF2","SF","1","Myofib",13,"WWTR1",53.8461538461538,0.676567758429808
"SF2","SF","1","Myofib",13,"FLNA",69.2307692307692,1.09680071157741
"SF2","SF","1","Myofib",13,"PANX1",15.3846153846154,0.202310131865287
"SF2","SF","1","Myofib",13,"TEAD1",7.69230769230769,0.0506692787321735
"SF2","SF","1","Myofib",13,"CDC42",76.9230769230769,1.37976456054752
"SF2","SF","1","Myofib",13,"FERMT2",38.4615384615385,0.463134818046207
"SF2","SF","1","Myofib",13,"TLN1",38.4615384615385,0.523639814712972
"SF2","SF","1","Myofib",13,"PKD1",53.8461538461538,0.791375381364652
"SF2","SF","1","Myofib",13,"TLN2",7.69230769230769,0.0983899929736944
"SF2","SF","1","Myofib",13,"RAC1",69.2307692307692,0.988774563545663
"SF2","SF","1","Myofib",13,"YAP1",23.0769230769231,0.2926587491746
"SF2","SF","1","Myofib",13,"PIEZO1",0,0
"SF2","SF","1","Myofib",13,"TRPV4",7.69230769230769,0.0804455853693233
"SF2","SF","1","Myofib",13,"TRPA1",0,0
"SF2","SF","1","Myofib",13,"TRPC1",7.69230769230769,0.121501666872261
"SF2","SF","1","Myofib",13,"TRPC3",0,0
"SF2","SF","1","Myofib",13,"TRPC6",0,0
"SF2","SF","1","Myofib",13,"ASIC1",0,0
"SF2","SF","1","Myofib",13,"ASIC2",0,0
"SF2","SF","1","Myofib",13,"ASIC3",0,0
"SF2","SF","1","Myofib",13,"KCNK2",15.3846153846154,0.147879264756686
"SF2","SF","1","Myofib",13,"KCNK4",0,0
"SF2","SF","1","Myofib",13,"TMEM63A",0,0
"SF2","SF","1","Myofib",13,"TMEM150C",0,0
"SF2","SF","1","Myofib",13,"P2RX4",7.69230769230769,0.0440409691750575
"SF2","SF","1","Myofib",13,"P2RX7",23.0769230769231,0.336688359625103
"SF2","SF","1","Myofib",13,"PDPN",23.0769230769231,0.326752102384697
"SF2","SF","1","Myofib",13,"SCX",30.7692307692308,0.473644497669187
"SF2","SF","1","Myofib",13,"FAP",84.6153846153846,1.22346251711851
"SF2","SF","1","Myofib",13,"POSTN",100,3.59611025357766
"SF2","SF","1","Myofib",13,"PDGFRA",7.69230769230769,0.0985326393327581
"SF2","SF","1","Myofib",13,"APOD",0,0
"DD1","DD","1","Myofib",106,"CNN1",16.9811320754717,0.179948637235932
"DD1","DD","1","Myofib",106,"ITGA8",22.6415094339623,0.209705563316146
"DD1","DD","1","Myofib",106,"TAGLN",58.4905660377358,1.39630369793283
"DD1","DD","1","Myofib",106,"ACTA2",36.7924528301887,0.680792458456591
"DD1","DD","1","Myofib",106,"TPM1",84.9056603773585,1.80235841964406
"DD1","DD","1","Myofib",106,"TPM2",75.4716981132076,1.24532555199148
"DD1","DD","1","Myofib",106,"ITGB1",92.4528301886792,2.10848694345146
"DD1","DD","1","Myofib",106,"ITGAV",58.4905660377358,0.699552354544925
"DD1","DD","1","Myofib",106,"BCAR1",27.3584905660377,0.264724469075444
"DD1","DD","1","Myofib",106,"PIEZO2",32.0754716981132,0.407655930221027
"DD1","DD","1","Myofib",106,"TEAD2",20.7547169811321,0.153160960106653
"DD1","DD","1","Myofib",106,"LIMK1",12.2641509433962,0.125535771182041
"DD1","DD","1","Myofib",106,"CNN2",46.2264150943396,0.463977232087749
"DD1","DD","1","Myofib",106,"TEAD3",4.71698113207547,0.0370739792752075
"DD1","DD","1","Myofib",106,"PFN1",95.2830188679245,2.32834495685233
"DD1","DD","1","Myofib",106,"CFL1",92.4528301886792,2.31188999804774
"DD1","DD","1","Myofib",106,"TMEM63B",11.3207547169811,0.0907280505639885
"DD1","DD","1","Myofib",106,"ITGA5",30.188679245283,0.264185720882443
"DD1","DD","1","Myofib",106,"MYLK",24.5283018867925,0.270756755396024
"DD1","DD","1","Myofib",106,"ILK",72.6415094339623,1.12197534108545
"DD1","DD","1","Myofib",106,"MYL9",82.0754716981132,1.52020786525379
"DD1","DD","1","Myofib",106,"NF2",21.6981132075472,0.182536722433242
"DD1","DD","1","Myofib",106,"PARVA",42.4528301886792,0.51027639985003
"DD1","DD","1","Myofib",106,"PKD2",30.188679245283,0.267043820047375
"DD1","DD","1","Myofib",106,"VCL",38.6792452830189,0.407361620184143
"DD1","DD","1","Myofib",106,"TEAD4",5.66037735849057,0.0457183306499967
"DD1","DD","1","Myofib",106,"ITGA2",5.66037735849057,0.0819532302601702
