"gene","omitted_DD_sample","comparator_identity","retained_samples","median_difference_after_omission","minimum_difference_after_omission","all_retained_differences_positive"
"TLN1","DD3","VSMC","DD1;DD2",-1.09695711025307,-1.40789213267614,FALSE
"TLN1","DD3","Pericyte","DD1;DD2",-0.565157151693087,-0.849657799693315,FALSE
"PKD1","DD1","FB","DD2;DD3",0.337111512337385,0.152105202094978,TRUE
"PKD1","DD1","VSMC","DD2;DD3",0.886946251316357,0.718301695669115,TRUE
"PKD1","DD1","Pericyte","DD2;DD3",0.984018140099764,0.806090755661506,TRUE
"PKD1","DD2","FB","DD1;DD3",-0.094199088167358,-0.340503378429694,FALSE
"PKD1","DD2","VSMC","DD1;DD3",1.22872306574856,0.718301695669115,TRUE
"PKD1","DD2","Pericyte","DD1;DD3",0.900162610382447,0.806090755661506,TRUE
"PKD1","DD3","FB","DD1;DD2",0.0908072220750489,-0.340503378429694,FALSE
"PKD1","DD3","VSMC","DD1;DD2",1.3973676213958,1.0555908069636,TRUE
"PKD1","DD3","Pericyte","DD1;DD2",1.0780899948207,0.994234465103388,TRUE
"TLN2","DD1","FB","DD2;DD3",-0.0208386024405569,-0.536285026401899,FALSE
"TLN2","DD1","VSMC","DD2;DD3",2.84091893050107,2.72154410234052,TRUE
"TLN2","DD1","Pericyte","DD2;DD3",2.05736341455867,2.00862708891288,TRUE
"TLN2","DD2","FB","DD1;DD3",-0.200373607142277,-0.536285026401899,FALSE
"TLN2","DD2","VSMC","DD1;DD3",3.23881635130204,2.96029375866163,TRUE
"TLN2","DD2","Pericyte","DD1;DD3",2.10565265085364,2.10520556150282,TRUE
"TLN2","DD3","FB","DD1;DD2",0.315072816819065,0.135537812117344,TRUE
"TLN2","DD3","VSMC","DD1;DD2",3.11944152314149,2.72154410234052,TRUE
"TLN2","DD3","Pericyte","DD1;DD2",2.05691632520785,2.00862708891288,TRUE
"RAC1","DD1","FB","DD2;DD3",0.0276591247311577,0.0205347782227747,TRUE
"RAC1","DD1","VSMC","DD2;DD3",-0.0630494496416878,-0.0725684999530056,FALSE
"RAC1","DD1","Pericyte","DD2;DD3",-0.191538324237805,-0.226764419480455,FALSE
"RAC1","DD2","FB","DD1;DD3",0.0913597576702774,0.0347834712395407,TRUE
"RAC1","DD2","VSMC","DD1;DD3",-0.0902693905315353,-0.107970281110065,FALSE
"RAC1","DD2","Pericyte","DD1;DD3",-0.224086705653014,-0.291861182310873,FALSE
"RAC1","DD3","FB","DD1;DD2",0.0842354111618944,0.0205347782227747,TRUE
"RAC1","DD3","VSMC","DD1;DD2",-0.0807503402202174,-0.107970281110065,FALSE
"RAC1","DD3","Pericyte","DD1;DD2",-0.259312800895664,-0.291861182310873,FALSE
"YAP1","DD1","FB","DD2;DD3",-0.195465771325311,-0.437239010421218,FALSE
"YAP1","DD1","VSMC","DD2;DD3",-0.469055200244099,-0.510847376396971,FALSE
"YAP1","DD1","Pericyte","DD2;DD3",-0.41343268641722,-0.780858645665297,FALSE
"YAP1","DD2","FB","DD1;DD3",-0.213101739174137,-0.437239010421218,FALSE
"YAP1","DD2","VSMC","DD1;DD3",-0.206903273179436,-0.427263024091228,FALSE
"YAP1","DD2","Pericyte","DD1;DD3",-0.11435154165844,-0.182696356147738,FALSE
"YAP1","DD3","FB","DD1;DD2",0.0286714999217703,0.0110355320729436,TRUE
"YAP1","DD3","VSMC","DD1;DD2",-0.248695449332307,-0.510847376396971,FALSE
"YAP1","DD3","Pericyte","DD1;DD2",-0.481777500906517,-0.780858645665297,FALSE
"PIEZO1","DD1","FB","DD2;DD3",-0.968378198435515,-1.10233634964847,FALSE
"PIEZO1","DD1","VSMC","DD2;DD3",1.83651487741566,1.79062306040496,TRUE
"PIEZO1","DD1","Pericyte","DD2;DD3",1.94105069680156,-0.0302475642598674,FALSE
"PIEZO1","DD2","FB","DD1;DD3",-0.708714630433593,-1.10233634964847,FALSE
"PIEZO1","DD2","VSMC","DD1;DD3",2.32341095839077,1.79062306040496,TRUE
"PIEZO1","DD2","Pericyte","DD1;DD3",2.54634594640857,1.18034293495416,TRUE
"PIEZO1","DD3","FB","DD1;DD2",-0.574756479220637,-0.834420047222558,FALSE
"PIEZO1","DD3","VSMC","DD1;DD2",2.36930277540148,1.88240669442636,TRUE
"PIEZO1","DD3","Pericyte","DD1;DD2",0.575047685347146,-0.0302475642598674,FALSE
"TRPV4","DD1","FB","DD2;DD3",0.624731079790982,0.619177779340281,TRUE
"TRPV4","DD1","VSMC","DD2;DD3",2.55559446642209,2.34662442315404,TRUE
"TRPV4","DD1","Pericyte","DD2;DD3",1.88849806484681,1.43037170653958,TRUE
"TRPV4","DD2","FB","DD1;DD3",0.91450692867458,0.630284380241682,TRUE
"TRPV4","DD2","VSMC","DD1;DD3",2.1110378353899,1.87545124762575,TRUE
"TRPV4","DD2","Pericyte","DD1;DD3",2.63908239377443,2.34662442315404,TRUE
"TRPV4","DD3","FB","DD1;DD2",0.90895362822388,0.619177779340281,TRUE
"TRPV4","DD3","VSMC","DD1;DD2",2.32000787865795,1.87545124762575,TRUE
"TRPV4","DD3","Pericyte","DD1;DD2",2.1809560354672,1.43037170653958,TRUE
"TRPA1","DD1","FB","DD2;DD3",0,0,FALSE
"TRPA1","DD1","VSMC","DD2;DD3",0,0,FALSE
"TRPA1","DD1","Pericyte","DD2;DD3",0,0,FALSE
"TRPA1","DD2","FB","DD1;DD3",0,0,FALSE
"TRPA1","DD2","VSMC","DD1;DD3",0,0,FALSE
"TRPA1","DD2","Pericyte","DD1;DD3",0,0,FALSE
"TRPA1","DD3","FB","DD1;DD2",0,0,FALSE
"TRPA1","DD3","VSMC","DD1;DD2",0,0,FALSE
"TRPA1","DD3","Pericyte","DD1;DD2",0,0,FALSE
"TRPC1","DD1","FB","DD2;DD3",-0.809704744063337,-0.8730177909186,FALSE
"TRPC1","DD1","VSMC","DD2;DD3",-0.985188987881266,-1.26838222024564,FALSE
"TRPC1","DD1","Pericyte","DD2;DD3",-0.471369339494021,-0.739857938146764,FALSE
"TRPC1","DD2","FB","DD1;DD3",-0.625985109999981,-0.746391697208074,FALSE
"TRPC1","DD2","VSMC","DD1;DD3",0.226914577812026,-0.70199575551689,FALSE
"TRPC1","DD2","Pericyte","DD1;DD3",-0.55283561978777,-0.902790498734262,FALSE
"TRPC1","DD3","FB","DD1;DD2",-0.689298156855244,-0.8730177909186,FALSE
"TRPC1","DD3","VSMC","DD1;DD2",-0.0562786545523496,-1.26838222024564,FALSE
"TRPC1","DD3","Pericyte","DD1;DD2",-0.821324218440513,-0.902790498734262,FALSE
"TRPC3","DD1","FB","DD2;DD3",0.0940290368041581,-0.111398793874033,FALSE
"TRPC3","DD1","VSMC","DD2;DD3",-1.18447741236498,-2.04402593046505,FALSE
"TRPC3","DD1","Pericyte","DD2;DD3",0.315934424243184,-0.545927435459432,FALSE
"TRPC3","DD2","FB","DD1;DD3",-0.0556993969370166,-0.111398793874033,FALSE
"TRPC3","DD2","VSMC","DD1;DD3",-1.99344895095916,-2.04402593046505,FALSE
"TRPC3","DD2","Pericyte","DD1;DD3",-0.886565707958496,-1.22720398045756,FALSE
"TRPC3","DD3","FB","DD1;DD2",0.149728433741175,0,FALSE
"TRPC3","DD3","VSMC","DD1;DD2",-1.1339004328591,-1.94287197145328,FALSE
"TRPC3","DD3","Pericyte","DD1;DD2",-0.0247038482558795,-1.22720398045756,FALSE
"TRPC6","DD1","FB","DD2;DD3",-0.11491772021342,-0.49820345839769,FALSE
"TRPC6","DD1","VSMC","DD2;DD3",-4.51521234619189,-4.74571558559227,FALSE
"TRPC6","DD1","Pericyte","DD2;DD3",-5.78291959962231,-5.97693280137247,FALSE
"TRPC6","DD2","FB","DD1;DD3",-0.862285448484239,-1.22636743857079,FALSE
"TRPC6","DD2","VSMC","DD1;DD3",-4.44648567692381,-4.60826224705611,FALSE
"TRPC6","DD2","Pericyte","DD1;DD3",-5.46630103564664,-5.58890639787215,FALSE
"TRPC6","DD3","FB","DD1;DD2",-0.478999710299969,-1.22636743857079,FALSE
"TRPC6","DD3","VSMC","DD1;DD2",-4.67698891632419,-4.74571558559227,FALSE
"TRPC6","DD3","Pericyte","DD1;DD2",-5.6603142373968,-5.97693280137247,FALSE
"ASIC1","DD1","FB","DD2;DD3",-0.125611883585365,-0.172102364502637,FALSE
"ASIC1","DD1","VSMC","DD2;DD3",1.20057759498436,0.905132451763454,TRUE
"ASIC1","DD1","Pericyte","DD2;DD3",0.346249486265576,0.043864714674681,TRUE
"ASIC1","DD2","FB","DD1;DD3",-0.760737485787375,-1.34937260707211,FALSE
"ASIC1","DD2","VSMC","DD1;DD3",1.33522887225989,0.905132451763454,TRUE
"ASIC1","DD2","Pericyte","DD1;DD3",0.904595003715504,0.043864714674681,TRUE
"ASIC1","DD3","FB","DD1;DD2",-0.714247004870103,-1.34937260707211,FALSE
"ASIC1","DD3","VSMC","DD1;DD2",1.6306740154808,1.49602273820527,TRUE
"ASIC1","DD3","Pericyte","DD1;DD2",1.2069797753064,0.648634257856471,TRUE
"ASIC2","DD1","FB","DD2;DD3",0.0889618809421478,-0.196165295656664,FALSE
"ASIC2","DD1","VSMC","DD2;DD3",-0.342164836618557,-1.05841873077807,FALSE
"ASIC2","DD1","Pericyte","DD2;DD3",0.409197752486802,0.374089057540959,TRUE
"ASIC2","DD2","FB","DD1;DD3",0.18704452877048,0,FALSE
"ASIC2","DD2","VSMC","DD1;DD3",0.18704452877048,0,FALSE
"ASIC2","DD2","Pericyte","DD1;DD3",0.18704452877048,0,FALSE
"ASIC2","DD3","FB","DD1;DD2",-0.0980826478283319,-0.196165295656664,FALSE
"ASIC2","DD3","VSMC","DD1;DD2",-0.529209365389036,-1.05841873077807,FALSE
"ASIC2","DD3","Pericyte","DD1;DD2",0.222153223716322,0,FALSE
"ASIC3","DD1","FB","DD2;DD3",-0.937275650353313,-1.51215069864852,FALSE
"ASIC3","DD1","VSMC","DD2;DD3",0.794029024013791,0.53010216293695,TRUE
"ASIC3","DD1","Pericyte","DD2;DD3",-0.293012326129485,-1.6439805373496,FALSE
"ASIC3","DD2","FB","DD1;DD3",-1.20035709682502,-1.51215069864852,FALSE
"ASIC3","DD2","VSMC","DD1;DD3",0.265051081468475,0,FALSE
"ASIC3","DD2","Pericyte","DD1;DD3",-0.821990268674801,-1.6439805373496,FALSE
"ASIC3","DD3","FB","DD1;DD2",-0.625482048529805,-0.888563495001508,FALSE
"ASIC3","DD3","VSMC","DD1;DD2",0.528977942545316,0,FALSE
"ASIC3","DD3","Pericyte","DD1;DD2",0.528977942545316,0,FALSE
"KCNK2","DD1","FB","DD2;DD3",-1.26921768899736,-1.59318071641071,FALSE
"KCNK2","DD1","VSMC","DD2;DD3",2.33827533187032,1.80879002088738,TRUE
"KCNK2","DD1","Pericyte","DD2;DD3",1.77550933744042,1.74222865399346,TRUE
"KCNK2","DD2","FB","DD1;DD3",-0.64174539461904,-0.945254661584016,FALSE
"KCNK2","DD2","VSMC","DD1;DD3",2.95156200405929,2.86776064285326,TRUE
"KCNK2","DD2","Pericyte","DD1;DD3",2.38879600962939,1.74222865399346,TRUE
"KCNK2","DD3","FB","DD1;DD2",-0.965708422032387,-1.59318071641071,FALSE
"KCNK2","DD3","VSMC","DD1;DD2",2.42207669307635,1.80879002088738,TRUE
"KCNK2","DD3","Pericyte","DD1;DD2",2.42207669307635,1.80879002088738,TRUE
"KCNK4","DD1","FB","DD2;DD3",-0.905191867523995,-1.56782353184506,FALSE
"KCNK4","DD1","VSMC","DD2;DD3",0.988463524568636,0.799130765191471,TRUE
"KCNK4","DD1","Pericyte","DD2;DD3",0.988463524568636,0.799130765191471,TRUE
"KCNK4","DD2","FB","DD1;DD3",-0.815970037086625,-1.56782353184506,FALSE
"KCNK4","DD2","VSMC","DD1;DD3",1.2822280289739,0.799130765191471,TRUE
"KCNK4","DD2","Pericyte","DD1;DD3",1.2822280289739,0.799130765191471,TRUE
"KCNK4","DD3","FB","DD1;DD2",-0.153338372765564,-0.242560203202934,FALSE
"KCNK4","DD3","VSMC","DD1;DD2",1.47156078835106,1.1777962839458,TRUE
"KCNK4","DD3","Pericyte","DD1;DD2",1.47156078835106,1.1777962839458,TRUE
"TMEM63A","DD1","FB","DD2;DD3",-0.541115743590229,-0.770219072197042,FALSE
"TMEM63A","DD1","VSMC","DD2;DD3",-1.20925179110568,-1.56863601829749,FALSE
"TMEM63A","DD1","Pericyte","DD2;DD3",-1.00236631446044,-1.14547473950521,FALSE
"TMEM63A","DD2","FB","DD1;DD3",-1.88732605342003,-3.00443303464303,FALSE
"TMEM63A","DD2","VSMC","DD1;DD3",-2.11489718120439,-2.66115834411129,FALSE
"TMEM63A","DD2","Pericyte","DD1;DD3",-2.03983166432444,-2.93418858914368,FALSE
"TMEM63A","DD3","FB","DD1;DD2",-1.65822272481322,-3.00443303464303,FALSE
"TMEM63A","DD3","VSMC","DD1;DD2",-1.75551295401258,-2.66115834411129,FALSE
"TMEM63A","DD3","Pericyte","DD1;DD2",-1.89672323927967,-2.93418858914368,FALSE
"TMEM150C","DD1","FB","DD2;DD3",-2.08912777345954,-2.23712562506162,FALSE
"TMEM150C","DD1","VSMC","DD2;DD3",2.62677305055737,2.61007638163791,TRUE
"TMEM150C","DD1","Pericyte","DD2;DD3",1.19454867262971,0.432932633419431,TRUE
"TMEM150C","DD2","FB","DD1;DD3",-1.58392741889946,-1.94112992185745,FALSE
"TMEM150C","DD2","VSMC","DD1;DD3",2.97625201766437,2.64346971947683,TRUE
"TMEM150C","DD2","Pericyte","DD1;DD3",2.57889120661734,1.95616471183998,TRUE
"TMEM150C","DD3","FB","DD1;DD2",-1.73192527050155,-2.23712562506162,FALSE
"TMEM150C","DD3","VSMC","DD1;DD2",2.95955534874491,2.61007638163791,TRUE
"TMEM150C","DD3","Pericyte","DD1;DD2",1.81727516740706,0.432932633419431,TRUE
"P2RX4","DD1","FB","DD2;DD3",-0.106181682141971,-0.432845367781082,FALSE
"P2RX4","DD1","VSMC","DD2;DD3",0.545605311418842,0.120580311601803,TRUE
"P2RX4","DD1","Pericyte","DD2;DD3",-0.214373674960278,-0.347005215884447,FALSE
"P2RX4","DD2","FB","DD1;DD3",-0.334206074817168,-0.432845367781082,FALSE
"P2RX4","DD2","VSMC","DD1;DD3",0.0778198806487389,0.0350594496956749,TRUE
"P2RX4","DD2","Pericyte","DD1;DD3",-0.58978339601738,-0.832561576150314,FALSE
"P2RX4","DD3","FB","DD1;DD2",-0.00754238917805727,-0.235566781853255,FALSE
"P2RX4","DD3","VSMC","DD1;DD2",0.502844880465778,0.0350594496956749,TRUE
"P2RX4","DD3","Pericyte","DD1;DD2",-0.457151855093211,-0.832561576150314,FALSE
"P2RX7","DD1","FB","DD2;DD3",-1.49025550122615,-1.94229806905783,FALSE
"P2RX7","DD1","VSMC","DD2;DD3",-0.274522048628244,-1.04322138811615,FALSE
"P2RX7","DD1","Pericyte","DD2;DD3",-1.48949072419089,-1.85396322571773,FALSE
"P2RX7","DD2","FB","DD1;DD3",-1.65616163163037,-1.94229806905783,FALSE
"P2RX7","DD2","VSMC","DD1;DD3",-0.605232710261933,-1.70464271138352,FALSE
"P2RX7","DD2","Pericyte","DD1;DD3",-1.83056449923797,-1.85396322571773,FALSE
"P2RX7","DD3","FB","DD1;DD2",-1.20411906379869,-1.37002519420291,FALSE
"P2RX7","DD3","VSMC","DD1;DD2",-1.37393204974984,-1.70464271138352,FALSE
"P2RX7","DD3","Pericyte","DD1;DD2",-1.46609199771113,-1.80716577275821,FALSE
"PDPN","DD1","FB","DD2;DD3",2.36869997573523,1.72162605843741,TRUE
"PDPN","DD1","VSMC","DD2;DD3",7.72961421536446,6.5564519525928,TRUE
"PDPN","DD1","Pericyte","DD2;DD3",5.90107893353158,5.26120975917395,TRUE
"PDPN","DD2","FB","DD1;DD3",2.82861698149164,2.64146006995022,TRUE
"PDPN","DD2","VSMC","DD1;DD3",8.92335990274104,8.90277647813612,TRUE
"PDPN","DD2","Pericyte","DD1;DD3",5.7949053497392,5.26120975917395,TRUE
"PDPN","DD3","FB","DD1;DD2",2.18154306419382,1.72162605843741,TRUE
"PDPN","DD3","VSMC","DD1;DD2",7.75019763996938,6.5564519525928,TRUE
"PDPN","DD3","Pericyte","DD1;DD2",6.43477452409683,6.32860094030445,TRUE
"SCX","DD1","FB","DD2;DD3",4.7243062882594,3.92006323856223,TRUE
"SCX","DD1","VSMC","DD2;DD3",7.41522052206588,6.91298672366274,TRUE
"SCX","DD1","Pericyte","DD2;DD3",6.3883101690953,6.06244630050615,TRUE
"SCX","DD2","FB","DD1;DD3",4.12937723558853,3.92006323856223,TRUE
"SCX","DD2","VSMC","DD1;DD3",7.94398326698768,7.91745432046903,TRUE
"SCX","DD2","Pericyte","DD1;DD3",6.08669820399339,5.45922237030233,TRUE
"SCX","DD3","FB","DD1;DD2",4.93362028528569,4.33869123261483,TRUE
"SCX","DD3","VSMC","DD1;DD2",7.44174946858453,6.91298672366274,TRUE
"SCX","DD3","Pericyte","DD1;DD2",5.76083433540424,5.45922237030233,TRUE
"FAP","DD1","FB","DD2;DD3",0.86921305383185,0.716185153869699,TRUE
"FAP","DD1","VSMC","DD2;DD3",5.83325414290817,5.60002841075175,TRUE
"FAP","DD1","Pericyte","DD2;DD3",3.30010250156324,3.19775595189832,TRUE
"FAP","DD2","FB","DD1;DD3",1.25867900696874,0.716185153869699,TRUE
"FAP","DD2","VSMC","DD1;DD3",6.8384788330531,6.06647987506459,TRUE
"FAP","DD2","Pericyte","DD1;DD3",4.29327632436661,3.19775595189832,TRUE
"FAP","DD3","FB","DD1;DD2",1.41170690693089,1.022240953794,TRUE
"FAP","DD3","VSMC","DD1;DD2",6.60525310089667,5.60002841075175,TRUE
"FAP","DD3","Pericyte","DD1;DD2",4.39562287403153,3.40244905122816,TRUE
"POSTN","DD1","FB","DD2;DD3",6.70448798795061,5.82516260711847,TRUE
"POSTN","DD1","VSMC","DD2;DD3",12.3123195281111,11.3386667668628,TRUE
"POSTN","DD1","Pericyte","DD2;DD3",5.92625295160404,4.86819974813342,TRUE
"POSTN","DD2","FB","DD1;DD3",7.15213990267278,5.82516260711847,TRUE
"POSTN","DD2","VSMC","DD1;DD3",12.0538549624332,11.3386667668628,TRUE
"POSTN","DD2","Pericyte","DD1;DD3",5.45194735902787,4.86819974813342,TRUE
"POSTN","DD3","FB","DD1;DD2",8.03146528350492,7.58381336878275,TRUE
"POSTN","DD3","VSMC","DD1;DD2",13.0275077236815,12.7690431580037,TRUE
"POSTN","DD3","Pericyte","DD1;DD2",6.51000056249848,6.03569496992232,TRUE
"PDGFRA","DD1","FB","DD2;DD3",-1.40449228362244,-1.90057778165856,FALSE
"PDGFRA","DD1","VSMC","DD2;DD3",6.54892234453598,5.92125928960973,TRUE
"PDGFRA","DD1","Pericyte","DD2;DD3",3.67808113033485,3.64443465680025,TRUE
"PDGFRA","DD2","FB","DD1;DD3",-0.809099114740165,-0.90840678558632,FALSE
"PDGFRA","DD2","VSMC","DD1;DD3",6.60819513311194,6.03980486676165,TRUE
"PDGFRA","DD2","Pericyte","DD1;DD3",4.8667218111459,3.64443465680025,TRUE
"PDGFRA","DD3","FB","DD1;DD2",-1.30518461277629,-1.90057778165856,FALSE
"PDGFRA","DD3","VSMC","DD1;DD2",5.98053207818569,5.92125928960973,TRUE
"PDGFRA","DD3","Pericyte","DD1;DD2",4.9003682846805,3.71172760386946,TRUE
"APOD","DD1","FB","DD2;DD3",-10.3259382125707,-11.8538704993699,FALSE
"APOD","DD1","VSMC","DD2;DD3",0.934542094444314,-0.317289437731286,FALSE
"APOD","DD1","Pericyte","DD2;DD3",-2.33217322307891,-2.7611389943208,FALSE
"APOD","DD2","FB","DD1;DD3",-11.454842913293,-11.8538704993699,FALSE
"APOD","DD2","VSMC","DD1;DD3",-1.43816257687123,-2.55903571601118,FALSE
"APOD","DD2","Pericyte","DD1;DD3",-0.573086887941557,-2.7611389943208,FALSE
"APOD","DD3","FB","DD1;DD2",-9.92691062649377,-11.0558153272161,FALSE
"APOD","DD3","VSMC","DD1;DD2",-0.186331044695632,-2.55903571601118,FALSE
"APOD","DD3","Pericyte","DD1;DD2",-0.144121116699666,-1.90320745183702,FALSE
