"module","role","gene","filename","identifier_type","matched_symbol","present","audit_error"
"actomyosin_rho","primary","RAC1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","RAC1",TRUE,""
"actomyosin_rho","primary","CDC42","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","CDC42",TRUE,""
"actomyosin_rho","primary","ROCK1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","ROCK1",TRUE,""
"actomyosin_rho","primary","ROCK2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","ROCK2",TRUE,""
"actomyosin_rho","primary","MYLK","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","MYLK",TRUE,""
"actomyosin_rho","primary","MYL9","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","MYL9",TRUE,""
"actomyosin_rho","primary","ACTA2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","ACTA2",TRUE,""
"actomyosin_rho","primary","TAGLN","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TAGLN",TRUE,""
"actomyosin_rho","primary","CNN1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","CNN1",TRUE,""
"actomyosin_rho","primary","CNN2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","CNN2",TRUE,""
"actomyosin_rho","primary","CFL1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","CFL1",TRUE,""
"actomyosin_rho","primary","PFN1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","PFN1",TRUE,""
"actomyosin_rho","primary","TPM1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TPM1",TRUE,""
"actomyosin_rho","primary","TPM2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TPM2",TRUE,""
"actomyosin_rho","primary","FLNA","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","FLNA",TRUE,""
"actomyosin_rho","primary","GSN","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","GSN",TRUE,""
"actomyosin_rho","primary","DIAPH1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","DIAPH1",TRUE,""
"actomyosin_rho","primary","LIMK1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","LIMK1",TRUE,""
"ecm_remodeling","competitor","COL1A1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","COL1A1",TRUE,""
"ecm_remodeling","competitor","COL1A2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","COL1A2",TRUE,""
"ecm_remodeling","competitor","COL3A1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","COL3A1",TRUE,""
"ecm_remodeling","competitor","COL5A1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","COL5A1",TRUE,""
"ecm_remodeling","competitor","COL5A2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","COL5A2",TRUE,""
"ecm_remodeling","competitor","COL6A1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","COL6A1",TRUE,""
"ecm_remodeling","competitor","COL6A2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","COL6A2",TRUE,""
"ecm_remodeling","competitor","COL6A3","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","COL6A3",TRUE,""
"ecm_remodeling","competitor","FN1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","FN1",TRUE,""
"ecm_remodeling","competitor","POSTN","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","POSTN",TRUE,""
"ecm_remodeling","competitor","TNC","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TNC",TRUE,""
"ecm_remodeling","competitor","THBS1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","THBS1",TRUE,""
"ecm_remodeling","competitor","THBS2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","THBS2",TRUE,""
"ecm_remodeling","competitor","LOX","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","LOX",TRUE,""
"ecm_remodeling","competitor","LOXL2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","LOXL2",TRUE,""
"ecm_remodeling","competitor","MMP2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","MMP2",TRUE,""
"ecm_remodeling","competitor","MMP14","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","MMP14",TRUE,""
"ecm_remodeling","competitor","TIMP1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TIMP1",TRUE,""
"ecm_remodeling","competitor","TIMP2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TIMP2",TRUE,""
"ecm_remodeling","competitor","TIMP3","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TIMP3",TRUE,""
"ecm_remodeling","competitor","FAP","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","FAP",TRUE,""
"ecm_remodeling","competitor","CTHRC1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","CTHRC1",TRUE,""
"ecm_remodeling","competitor","SPARC","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","SPARC",TRUE,""
"tgf_fibrosis","competitor","TGFB1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TGFB1",TRUE,""
"tgf_fibrosis","competitor","TGFB2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TGFB2",TRUE,""
"tgf_fibrosis","competitor","TGFB3","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TGFB3",TRUE,""
"tgf_fibrosis","competitor","TGFBR1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TGFBR1",TRUE,""
"tgf_fibrosis","competitor","TGFBR2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","TGFBR2",TRUE,""
"tgf_fibrosis","competitor","SMAD2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","SMAD2",TRUE,""
"tgf_fibrosis","competitor","SMAD3","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","SMAD3",TRUE,""
"tgf_fibrosis","competitor","SMAD4","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","SMAD4",TRUE,""
"tgf_fibrosis","competitor","SMAD7","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","SMAD7",TRUE,""
"tgf_fibrosis","competitor","SERPINE1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","SERPINE1",TRUE,""
"tgf_fibrosis","competitor","PDGFA","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","PDGFA",TRUE,""
"tgf_fibrosis","competitor","PDGFB","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","PDGFB",TRUE,""
"tgf_fibrosis","competitor","PDGFC","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","PDGFC",TRUE,""
"tgf_fibrosis","competitor","PDGFRA","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","PDGFRA",TRUE,""
"tgf_fibrosis","competitor","PDGFRB","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","PDGFRB",TRUE,""
"tgf_fibrosis","competitor","INHBA","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","INHBA",TRUE,""
"tgf_fibrosis","competitor","FOSL2","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","FOSL2",TRUE,""
"tgf_fibrosis","competitor","SNAI1","GSE300230_raw_counts_tension.csv.gz","gene_symbol_or_mixed","SNAI1",TRUE,""
