"gene_set_version","random_seed","module","target_gene","target_expression_bin","control_gene","control_expression_bin"
"v1",20260823,"integrin_focal_adhesion","PARVA",23,"SLC38A2",23
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"TEX264",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"GOLGA4",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"PTGFR",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"NDUFA10",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"RAB14",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"PPHLN1",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"TNFAIP2",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"TCEA2",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"MLEC",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"COMMD7",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"TPGS1",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"PFKL",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"CD2BP2",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"SNAI2",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"DTWD1",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"FNTA",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"RNF145",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"ANKRD11",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"C1QTNF2",21
"v1",20260823,"integrin_focal_adhesion","BCAR1",21,"POLR2J3.1",21
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"SELENOS",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"GNB2",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"NDUFB11",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"TPM4",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"ID3",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"PRDX5",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"EIF1",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"TXNIP",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"NDUFB10",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"IFITM3",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"PPIA",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"BRI3",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"SQSTM1",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"NDUFC2",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"COX5B",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"SARAF",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"OAZ1",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"SFRP2",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"ISCU",24
"v1",20260823,"integrin_focal_adhesion","CAV1",24,"MT2A",24
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"ELP5",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"OLA1",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"PDGFD",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"TP53I3",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"FNIP1",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"SMIM20",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"NIFK",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"ZBTB16",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"ILF3-DT",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"PHLDA1",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"HOOK3",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"IFT57",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"DERL1",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"PSMD6",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"MVB12A",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"PCF11",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"NXT1",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"CALCOCO2",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"MOB1A",20
"v1",20260823,"integrin_focal_adhesion","DAG1",20,"TMEM159",20
"v1",20260823,"hippo_yap_taz","YAP1",21,"MAPK1IP1L",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"MRPL24",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"DPM3",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"SYNPO2",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"TWIST1",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"MRPL21",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"SPART",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"RBBP4",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"YME1L1",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"KCNQ1OT1",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"P4HA2",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"WDR45B",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"TM4SF1",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"ZNF22",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"TSG101",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"IFT20",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"PQBP1",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"PRAF2",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"SLC29A1",21
"v1",20260823,"hippo_yap_taz","YAP1",21,"CD109",21
"v1",20260823,"hippo_yap_taz","WWTR1",22,"IK",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"UBA2",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"YY1",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"LAMC1",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"MAGED1",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"SURF4",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"TM9SF3",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"BTF3L4",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"TXNL4A",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"MPC2",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"BCLAF1",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"SEC13",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"PSMD7",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"SYCE1L",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"UGDH",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"NOTCH3",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"DPY30",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"UPF3A",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"PMVK",22
"v1",20260823,"hippo_yap_taz","WWTR1",22,"AKAP9",22
"v1",20260823,"hippo_yap_taz","TEAD1",20,"PSMD11",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"CAMK1D",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"SUPT16H",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"SLBP",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"FGL2",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"MIR4458HG",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"LRRFIP2",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"RFC1",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"PAFAH1B2",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"BIRC2",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"PIM1",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"COL15A1",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"MXD4",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"EMD",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"WIPI2",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"LASP1",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"ATG101",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"PRG4",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"FGFR1OP2",20
"v1",20260823,"hippo_yap_taz","TEAD1",20,"SRPX2",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"NR1D1",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"BMP1",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"FGL2",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"SDF2L1",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"STMN3",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"MXI1",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"RHOQ",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"C14orf119",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"RPA2",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"CDK5RAP3",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"G3BP1",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"TPRKB",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"MEF2A",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"KMT2A",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"PALM",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"PROS1",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"UPF2",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"GABARAPL1",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"HSPB11",20
"v1",20260823,"hippo_yap_taz","TEAD2",20,"ANP32A",20
"v1",20260823,"hippo_yap_taz","TEAD3",18,"STAT6",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"ELP2",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"NT5E",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"P4HTM",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"GPRC5A",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"MIR4435-2HG",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"AHR",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"DCAF7",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"PIK3IP1",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"ANAPC15",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"BCL6",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"KMT2C",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"MED13L",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"LRRC58",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"GSTM5",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"RUFY3",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"LAMTOR3",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"DR1",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"TNPO1",18
"v1",20260823,"hippo_yap_taz","TEAD3",18,"NUTM2B-AS1",18
"v1",20260823,"hippo_yap_taz","TEAD4",13,"CDC42SE2",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"USP39",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"NAGA",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"NOP16",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"OCIAD2",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"PIGU",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"STMN2",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"B3GALT4",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"CHD8",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"POFUT2",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"ZNF33A",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"ASS1",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"FAM214A",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"SLC2A8",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"SNX29",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"CAPS",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"PDP1",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"WWC3",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"ZNF277",13
"v1",20260823,"hippo_yap_taz","TEAD4",13,"CAVIN2",13
"v1",20260823,"hippo_yap_taz","LATS1",17,"DPCD",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"TM7SF3",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"WDR60",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"POLK",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"PLK2",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"API5",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"MTSS1",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"ZBED5",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"FHL5",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"ANKRD40",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"ABCD4",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"MGAT2",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"COX16",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"POP5",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"RFNG",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"DTX3",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"CDC42SE1",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"DMPK",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"RXRB",17
"v1",20260823,"hippo_yap_taz","LATS1",17,"CDC73",17
"v1",20260823,"hippo_yap_taz","LATS2",20,"ITPA",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"PSMG3",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"LPAR1",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"DCLK1",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"SMIM3",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"ZFHX4",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"C16orf45",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"TSNAX",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"SNRNP27",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"TMED1",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"QTRT1",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"GPATCH8",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"ANKRD28",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"TSEN34",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"CLPP",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"TMX1",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"SLC2A4RG",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"UBE2J2",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"ECI2",20
"v1",20260823,"hippo_yap_taz","LATS2",20,"PPP2CB",20
"v1",20260823,"hippo_yap_taz","STK3",20,"C2orf40",20
"v1",20260823,"hippo_yap_taz","STK3",20,"CDV3",20
"v1",20260823,"hippo_yap_taz","STK3",20,"PAK2",20
"v1",20260823,"hippo_yap_taz","STK3",20,"HMOX2",20
"v1",20260823,"hippo_yap_taz","STK3",20,"ZFAND1",20
"v1",20260823,"hippo_yap_taz","STK3",20,"ACAA2",20
"v1",20260823,"hippo_yap_taz","STK3",20,"VBP1",20
"v1",20260823,"hippo_yap_taz","STK3",20,"PDE4DIP",20
"v1",20260823,"hippo_yap_taz","STK3",20,"RNF146",20
"v1",20260823,"hippo_yap_taz","STK3",20,"ELMSAN1",20
"v1",20260823,"hippo_yap_taz","STK3",20,"SF3A2",20
"v1",20260823,"hippo_yap_taz","STK3",20,"WIPI2",20
"v1",20260823,"hippo_yap_taz","STK3",20,"GDF10",20
"v1",20260823,"hippo_yap_taz","STK3",20,"TMX1",20
"v1",20260823,"hippo_yap_taz","STK3",20,"TSSC4",20
"v1",20260823,"hippo_yap_taz","STK3",20,"MPLKIP",20
"v1",20260823,"hippo_yap_taz","STK3",20,"RGS10",20
"v1",20260823,"hippo_yap_taz","STK3",20,"SUN1",20
"v1",20260823,"hippo_yap_taz","STK3",20,"CEBPZ",20
"v1",20260823,"hippo_yap_taz","STK3",20,"FXR1",20
"v1",20260823,"hippo_yap_taz","STK4",19,"STMN1",19
"v1",20260823,"hippo_yap_taz","STK4",19,"WASHC1",19
"v1",20260823,"hippo_yap_taz","STK4",19,"EVI2A",19
"v1",20260823,"hippo_yap_taz","STK4",19,"PDE5A",19
"v1",20260823,"hippo_yap_taz","STK4",19,"SMIM29",19
"v1",20260823,"hippo_yap_taz","STK4",19,"MCTS1",19
"v1",20260823,"hippo_yap_taz","STK4",19,"ELK3",19
"v1",20260823,"hippo_yap_taz","STK4",19,"BLOC1S2",19
"v1",20260823,"hippo_yap_taz","STK4",19,"PHGDH",19
"v1",20260823,"hippo_yap_taz","STK4",19,"SYTL2",19
"v1",20260823,"hippo_yap_taz","STK4",19,"SESN3",19
"v1",20260823,"hippo_yap_taz","STK4",19,"INTS10",19
"v1",20260823,"hippo_yap_taz","STK4",19,"GTF2F1",19
"v1",20260823,"hippo_yap_taz","STK4",19,"PBRM1",19
"v1",20260823,"hippo_yap_taz","STK4",19,"APOPT1",19
"v1",20260823,"hippo_yap_taz","STK4",19,"PHF5A",19
"v1",20260823,"hippo_yap_taz","STK4",19,"WRB",19
"v1",20260823,"hippo_yap_taz","STK4",19,"FZD1",19
"v1",20260823,"hippo_yap_taz","STK4",19,"MRPL17",19
"v1",20260823,"hippo_yap_taz","STK4",19,"ATP6V1D",19
"v1",20260823,"hippo_yap_taz","SAV1",22,"PRR13",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"ASNA1",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"ARHGAP1",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"LAMB2",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"RSU1",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"UBE2E2",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"KDSR",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"FAM89B",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"IRF2BP2",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"CCT8",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"BAX",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"PLN",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"ZCRB1",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"PJA2",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"MRPL57",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"RDX",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"ALDH1A1",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"CELF2",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"AKR7A2",22
"v1",20260823,"hippo_yap_taz","SAV1",22,"ARL4C",22
"v1",20260823,"hippo_yap_taz","NF2",19,"PPP2R5E",19
"v1",20260823,"hippo_yap_taz","NF2",19,"LTBP2",19
"v1",20260823,"hippo_yap_taz","NF2",19,"RAB5B",19
"v1",20260823,"hippo_yap_taz","NF2",19,"BCL7B",19
"v1",20260823,"hippo_yap_taz","NF2",19,"CCS",19
"v1",20260823,"hippo_yap_taz","NF2",19,"ZKSCAN1",19
"v1",20260823,"hippo_yap_taz","NF2",19,"IP6K2",19
"v1",20260823,"hippo_yap_taz","NF2",19,"RDH14",19
"v1",20260823,"hippo_yap_taz","NF2",19,"PAPSS1",19
"v1",20260823,"hippo_yap_taz","NF2",19,"DNAJC4",19
"v1",20260823,"hippo_yap_taz","NF2",19,"RAMMET",19
"v1",20260823,"hippo_yap_taz","NF2",19,"WRB",19
"v1",20260823,"hippo_yap_taz","NF2",19,"CCNC",19
"v1",20260823,"hippo_yap_taz","NF2",19,"LIX1L",19
"v1",20260823,"hippo_yap_taz","NF2",19,"ST5",19
"v1",20260823,"hippo_yap_taz","NF2",19,"ZNF148",19
"v1",20260823,"hippo_yap_taz","NF2",19,"BFAR",19
"v1",20260823,"hippo_yap_taz","NF2",19,"PPP1R18",19
"v1",20260823,"hippo_yap_taz","NF2",19,"CCNG2",19
"v1",20260823,"hippo_yap_taz","NF2",19,"PSMA3-AS1",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"PHAX",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"GARS",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"RBM5",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"ARL16",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"COPS5",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"PTGDS",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"TSR2",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"CORO1C",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"USP34",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"ZNF148",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"FBXO21",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"TIMM17B",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"FAM173A",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"SMARCA5",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"SNTB2",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"ACADM",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"CCDC88A",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"GULP1",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"SIGMAR1",19
"v1",20260823,"hippo_yap_taz","AMOTL1",19,"SSRP1",19
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"VPS26A",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"DEPP1",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"TTC1",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"MRPS26",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"SPART",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"EMC3",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"UBE2J1",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"CFAP97",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"GOLGA4",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"PLEC",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"TMEM50B",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"SDHB",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"PRPF6",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"TOB2",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"IMP3",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"LMF2",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"PHIP",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"NKTR",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"MLEC",21
"v1",20260823,"hippo_yap_taz","AMOTL2",21,"DPM1",21
"v1",20260823,"hippo_yap_taz","AJUBA",13,"KIF2A",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"GCLM",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"CXorf40B",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"STX17",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"NUP37",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"MAFK",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"UBR3",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"SIN3A",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"FLYWCH1",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"MAN2B2",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"FAM160A2",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"ADAMTS4",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"CRY1",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"CRNKL1",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"MOB3A",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"RBM33",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"DACT3",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"ZRANB1",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"CCAR2",13
"v1",20260823,"hippo_yap_taz","AJUBA",13,"STK38",13
"v1",20260823,"hippo_yap_taz","CTGF",24,"NDUFA4",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"TUBA1A",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"CIRBP",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"HNRNPA1",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"THY1",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"FKBP1A",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"COPS9",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"TSC22D1",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"COX7C",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"ID3",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"COX7B",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"CAP1",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"MT1X",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"ELOB",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"SEC61B",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"RSL24D1",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"RAB34",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"WISP2",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"FTH1",24
"v1",20260823,"hippo_yap_taz","CTGF",24,"PRELID1",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"MAP1B",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"PCBP2",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"NFIB",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"C1R",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"NENF",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"LMNA",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"UQCRH",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"OLFML3",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"CYB5R3",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"HLA-A",24
"v1",20260823,"hippo_yap_taz","CYR61",24,"HSPA8",24
