"sample","source","condition","seurat_cluster","reproduced_identity","module","singlet_cells","mean_cell_score","median_cell_score","sd_cell_score"
"DD3","DD","DD","2","VSMC","integrin_focal_adhesion",389,-0.000627185625492268,-0.00309557151845974,0.117900998954488
"DD3","DD","DD","2","VSMC","hippo_yap_taz",389,-0.0783581906316463,-0.0948000154887151,0.122568969362071
"DD3","DD","DD","2","VSMC","actomyosin_rho",389,1.0079874072288,1.0434667056047,0.312127086926814
"DD3","DD","DD","2","VSMC","ecm_remodeling",389,-0.54787059834567,-0.594992947051488,0.247518647556003
"DD3","DD","DD","2","VSMC","tgf_fibrosis",389,-0.142268472285819,-0.15667262718637,0.128696641529237
"DD3","DD","DD","2","VSMC","inflammation_ap1_nfkb",389,0.0189508572528393,0.00798963948175896,0.215958553371053
"DD3","DD","DD","2","VSMC","hypoxia",389,-0.0648127870507329,-0.0662686354022438,0.125714395012592
"DD3","DD","DD","2","VSMC","cell_cycle",389,-0.0611832079749158,-0.0758756458230308,0.065930206074433
"DD3","DD","DD","2","VSMC","primary_mechanotransduction_composite",389,0.212000358203788,0.2214246813057,0.0958951973014675
"Dermis1","Dermis","Uninjured","3","Pericyte","mechanosensor_channels",51,-0.0576642659367667,-0.0596781941023778,0.0384062819043921
"Dermis1","Dermis","Uninjured","3","Pericyte","integrin_focal_adhesion",51,-0.0793765424537459,-0.127881162772116,0.156447524632961
"Dermis1","Dermis","Uninjured","3","Pericyte","hippo_yap_taz",51,-0.0238447843247242,-0.0290872282843811,0.128205226320724
"Dermis1","Dermis","Uninjured","3","Pericyte","actomyosin_rho",51,0.474320062462323,0.448936136196372,0.349267221477037
"Dermis1","Dermis","Uninjured","3","Pericyte","ecm_remodeling",51,-0.362360077501936,-0.412148216853116,0.263062458958197
"Dermis1","Dermis","Uninjured","3","Pericyte","tgf_fibrosis",51,-0.126657623000968,-0.15302394523882,0.127397720714808
"Dermis1","Dermis","Uninjured","3","Pericyte","inflammation_ap1_nfkb",51,0.3801674576191,0.417640779031544,0.346512136012369
"Dermis1","Dermis","Uninjured","3","Pericyte","hypoxia",51,-0.0821382641651167,-0.0650204396896092,0.135801011460501
"Dermis1","Dermis","Uninjured","3","Pericyte","cell_cycle",51,-0.0373925634634559,-0.0526746036404049,0.0590278910175808
"Dermis1","Dermis","Uninjured","3","Pericyte","primary_mechanotransduction_composite",51,0.0783586174367716,0.101414332979347,0.110734735130925
"Dermis2","Dermis","Uninjured","3","Pericyte","mechanosensor_channels",64,-0.0594285278524877,-0.0683726287191783,0.0486962988980534
"Dermis2","Dermis","Uninjured","3","Pericyte","integrin_focal_adhesion",64,-0.0380667257114665,-0.0598168800070866,0.113625918118398
"Dermis2","Dermis","Uninjured","3","Pericyte","hippo_yap_taz",64,-0.0491943801627603,-0.049162139495146,0.138311126070568
"Dermis2","Dermis","Uninjured","3","Pericyte","actomyosin_rho",64,0.592041591879446,0.579713725596445,0.272620006364153
"Dermis2","Dermis","Uninjured","3","Pericyte","ecm_remodeling",64,-0.261964977794075,-0.298631359253856,0.250124915569755
"Dermis2","Dermis","Uninjured","3","Pericyte","tgf_fibrosis",64,-0.1406835049189,-0.156382867892456,0.117160815466032
"Dermis2","Dermis","Uninjured","3","Pericyte","inflammation_ap1_nfkb",64,0.159456261956501,0.0940501943993552,0.296987106246371
"Dermis2","Dermis","Uninjured","3","Pericyte","hypoxia",64,-0.048631571058591,-0.0462587888596238,0.133148065178148
"Dermis2","Dermis","Uninjured","3","Pericyte","cell_cycle",64,-0.0477639590830893,-0.0577084086868962,0.0593235210924475
"Dermis2","Dermis","Uninjured","3","Pericyte","primary_mechanotransduction_composite",64,0.111337989538183,0.114984173383298,0.0788411048009341
"Dermis3","Dermis","Uninjured","3","Pericyte","mechanosensor_channels",25,-0.0680453792784791,-0.0801113737525031,0.0618865112616481
"Dermis3","Dermis","Uninjured","3","Pericyte","integrin_focal_adhesion",25,-0.0513042722789202,-0.0497988404348254,0.18371915418019
"Dermis3","Dermis","Uninjured","3","Pericyte","hippo_yap_taz",25,-0.032163174061205,-0.0777033247439516,0.152213494567853
"Dermis3","Dermis","Uninjured","3","Pericyte","actomyosin_rho",25,0.563172882887791,0.570112785481642,0.309800259217963
"Dermis3","Dermis","Uninjured","3","Pericyte","ecm_remodeling",25,-0.187464296986257,-0.248506644273607,0.294688786627818
"Dermis3","Dermis","Uninjured","3","Pericyte","tgf_fibrosis",25,-0.0874063998898275,-0.075498005223859,0.127957090451032
"Dermis3","Dermis","Uninjured","3","Pericyte","inflammation_ap1_nfkb",25,-0.158398570777721,-0.175161037405997,0.172867116442148
"Dermis3","Dermis","Uninjured","3","Pericyte","hypoxia",25,-0.0776045823412081,-0.0982992191851047,0.143545532141167
"Dermis3","Dermis","Uninjured","3","Pericyte","cell_cycle",25,-0.0642529282783414,-0.0688332753416345,0.0492136485115849
"Dermis3","Dermis","Uninjured","3","Pericyte","primary_mechanotransduction_composite",25,0.102915014317297,0.0752713989088486,0.137464088677116
"SF1","SF","Uninjured","3","Pericyte","mechanosensor_channels",107,-0.0625749240083234,-0.0733185815569087,0.0428101495207345
"SF1","SF","Uninjured","3","Pericyte","integrin_focal_adhesion",107,-0.0974716432687372,-0.106909516677529,0.122310270093518
"SF1","SF","Uninjured","3","Pericyte","hippo_yap_taz",107,-0.123662583456739,-0.139523484260863,0.100659151079406
"SF1","SF","Uninjured","3","Pericyte","actomyosin_rho",107,0.669789790542661,0.672382410402133,0.21402486341968
"SF1","SF","Uninjured","3","Pericyte","ecm_remodeling",107,-0.496101991512279,-0.519733852970784,0.195734439472799
"SF1","SF","Uninjured","3","Pericyte","tgf_fibrosis",107,-0.179022435337345,-0.174036381662229,0.102636779379978
"SF1","SF","Uninjured","3","Pericyte","inflammation_ap1_nfkb",107,0.468451210366154,0.427365594581266,0.414917821181678
"SF1","SF","Uninjured","3","Pericyte","hypoxia",107,0.0128531043059364,-0.00922487308933317,0.156899853707017
"SF1","SF","Uninjured","3","Pericyte","cell_cycle",107,-0.0429544645053546,-0.0541900332784216,0.0457852327638758
"SF1","SF","Uninjured","3","Pericyte","primary_mechanotransduction_composite",107,0.0965201599522154,0.0931942004784312,0.0663541377972058
"SF2","SF","Uninjured","3","Pericyte","mechanosensor_channels",53,-0.0849286592410476,-0.0818620907993291,0.0607058303318951
"SF2","SF","Uninjured","3","Pericyte","integrin_focal_adhesion",53,0.0617564717895627,0.0669162102159843,0.122760100700685
"SF2","SF","Uninjured","3","Pericyte","hippo_yap_taz",53,0.00761071225226994,0.0144493065917614,0.145828621232734
"SF2","SF","Uninjured","3","Pericyte","actomyosin_rho",53,0.581475142741537,0.6268821516159,0.242964311917464
"SF2","SF","Uninjured","3","Pericyte","ecm_remodeling",53,-0.0306649005205503,-0.0195744821687306,0.323171721285285
"SF2","SF","Uninjured","3","Pericyte","tgf_fibrosis",53,-0.064029992286094,-0.0808331203972506,0.147943957003458
"SF2","SF","Uninjured","3","Pericyte","inflammation_ap1_nfkb",53,0.0934205870353868,0.093434959580787,0.281628173718237
"SF2","SF","Uninjured","3","Pericyte","hypoxia",53,-0.078253887423194,-0.069379226291081,0.151682674064421
"SF2","SF","Uninjured","3","Pericyte","cell_cycle",53,-0.0849534339259792,-0.0940733402451552,0.0764413845719756
"SF2","SF","Uninjured","3","Pericyte","primary_mechanotransduction_composite",53,0.14147841688558,0.165996952652723,0.0776213128718263
"SF3","SF","Uninjured","3","Pericyte","mechanosensor_channels",12,-0.0755673255838996,-0.0819770517776471,0.0580620427658905
"SF3","SF","Uninjured","3","Pericyte","integrin_focal_adhesion",12,0.0489127821096237,0.0922043892519482,0.144540440288549
"SF3","SF","Uninjured","3","Pericyte","hippo_yap_taz",12,0.00837599012307783,0.0216598821010297,0.0702038199640879
"SF3","SF","Uninjured","3","Pericyte","actomyosin_rho",12,0.85698901280188,0.840421962439625,0.172378840696916
"SF3","SF","Uninjured","3","Pericyte","ecm_remodeling",12,-0.127829694709195,-0.057251657657347,0.240065834455068
"SF3","SF","Uninjured","3","Pericyte","tgf_fibrosis",12,-0.0972317565699692,-0.15480378169406,0.142874522858707
"SF3","SF","Uninjured","3","Pericyte","inflammation_ap1_nfkb",12,0.203663346298236,0.226218959428001,0.151505769640083
"SF3","SF","Uninjured","3","Pericyte","hypoxia",12,-0.136775160000466,-0.160889023042699,0.120431994150836
"SF3","SF","Uninjured","3","Pericyte","cell_cycle",12,-0.0883068962095522,-0.0965507549515965,0.0736854501100004
"SF3","SF","Uninjured","3","Pericyte","primary_mechanotransduction_composite",12,0.20967761486267,0.193848789905396,0.0817016392110666
"DD1","DD","DD","3","Pericyte","mechanosensor_channels",487,-0.0693321178096938,-0.076977416435557,0.0535756181040775
"DD1","DD","DD","3","Pericyte","integrin_focal_adhesion",487,-0.0540310335861886,-0.0593253017736259,0.123466068367623
"DD1","DD","DD","3","Pericyte","hippo_yap_taz",487,-0.116206070567201,-0.132744662135968,0.143517187448653
"DD1","DD","DD","3","Pericyte","actomyosin_rho",487,0.627019566732617,0.630647140650722,0.29075905596265
"DD1","DD","DD","3","Pericyte","ecm_remodeling",487,-0.277325122678024,-0.345098513758155,0.335450627040315
"DD1","DD","DD","3","Pericyte","tgf_fibrosis",487,-0.158025288303408,-0.171886448293993,0.122187739393431
"DD1","DD","DD","3","Pericyte","inflammation_ap1_nfkb",487,0.0644688180629251,0.0276440373962159,0.33431821530623
"DD1","DD","DD","3","Pericyte","hypoxia",487,-0.0575436869523456,-0.0640630350143584,0.14005983889624
"DD1","DD","DD","3","Pericyte","cell_cycle",487,-0.0463987893225675,-0.0638072278411724,0.0815604786094289
"DD1","DD","DD","3","Pericyte","primary_mechanotransduction_composite",487,0.0968625861923833,0.101859502385878,0.0925994631299518
"DD2","DD","DD","3","Pericyte","mechanosensor_channels",284,-0.05905734285404,-0.0727395862669484,0.0560407625182891
"DD2","DD","DD","3","Pericyte","integrin_focal_adhesion",284,-0.0671124088199048,-0.0664601090716501,0.134331661524337
"DD2","DD","DD","3","Pericyte","hippo_yap_taz",284,-0.090882048993412,-0.102415821687007,0.133293391888133
"DD2","DD","DD","3","Pericyte","actomyosin_rho",284,0.434577049922088,0.447373909277649,0.334103056775058
"DD2","DD","DD","3","Pericyte","ecm_remodeling",284,-0.0471334262610825,-0.137280622534372,0.431501753969538
"DD2","DD","DD","3","Pericyte","tgf_fibrosis",284,-0.102615815758878,-0.108024184779161,0.128082454797196
"DD2","DD","DD","3","Pericyte","inflammation_ap1_nfkb",284,0.140793624913018,0.140513170075295,0.309948142873811
"DD2","DD","DD","3","Pericyte","hypoxia",284,-0.0671968617018833,-0.0914374633415097,0.142104523985301
"DD2","DD","DD","3","Pericyte","cell_cycle",284,-0.0542510635106875,-0.0676599016002448,0.0756411630142599
"DD2","DD","DD","3","Pericyte","primary_mechanotransduction_composite",284,0.0543813123136829,0.049630333184811,0.108203278135937
"DD3","DD","DD","3","Pericyte","mechanosensor_channels",337,-0.0677094148935858,-0.0810866492375928,0.0619499711544138
"DD3","DD","DD","3","Pericyte","integrin_focal_adhesion",337,-0.0361025719935416,-0.0511322852588627,0.13680465071817
"DD3","DD","DD","3","Pericyte","hippo_yap_taz",337,-0.0528676943215732,-0.055778902687337,0.137644950754227
"DD3","DD","DD","3","Pericyte","actomyosin_rho",337,0.418300633569521,0.416007118384525,0.298216925825202
"DD3","DD","DD","3","Pericyte","ecm_remodeling",337,0.124695995973521,0.0550474298968013,0.499673398047396
"DD3","DD","DD","3","Pericyte","tgf_fibrosis",337,-0.116824574905951,-0.127359235221024,0.129223874925283
"DD3","DD","DD","3","Pericyte","inflammation_ap1_nfkb",337,-0.0647538271449602,-0.0997693211033381,0.25893963148074
"DD3","DD","DD","3","Pericyte","hypoxia",337,-0.101073274150441,-0.106571383220719,0.12500082330638
"DD3","DD","DD","3","Pericyte","cell_cycle",337,-0.0465517398144482,-0.0635653110195544,0.0683580663355549
"DD3","DD","DD","3","Pericyte","primary_mechanotransduction_composite",337,0.065405238090205,0.0612141990722754,0.101382084259254
