"source","filename","local_path","direct_url","download_status","bytes","rows","columns","resolved_gene_column","resolved_sample_columns","annotation_columns","frozen_candidates_present","frozen_candidates_total","registry_genes_present","registry_genes_total"
"GSE338388","GSE338388_Cnt-K975-TGF-TGFandK975-12h_normalizedExpression.csv.gz","./data/processed/independent_sources/GSE338388/GSE338388_Cnt-K975-TGF-TGFandK975-12h_normalizedExpression.csv.gz","https://ftp.ncbi.nlm.nih.gov/geo/series/GSE338nnn/GSE338388/suppl/GSE338388_Cnt-K975-TGF-TGFandK975-12h_normalizedExpression.csv.gz","existing",1175953,19791,16,"Name",12,"Name;Gene ID;Alias;Description",15,15,178,181
