"module","primary_effect_GM09503","primary_effect_GM08401","positive_both_lines"
"mechanosensor_channels",0.114036437233146,0.0776995145337061,TRUE
"integrin_focal_adhesion",0.144804634991413,0.42314464924912,TRUE
"hippo_yap_taz",-0.003257494164358,0.187873749064754,FALSE
"actomyosin_rho",0.718490896104289,0.760726205018646,TRUE
"ecm_remodeling",-0.328937963014289,0.139538441414549,FALSE
"tgf_fibrosis",-0.470935963967484,-0.366304884277504,FALSE
"inflammation_ap1_nfkb",-0.737152747465629,-0.334274426308237,FALSE
"hypoxia",0.122387518392888,0.0345491509090878,TRUE
"cell_cycle",1.47956106860515,0.347970898266219,TRUE
