"source_accession","file","file_class","genes","sample_columns","sample_column_names","unique_gene_ids","duplicated_gene_ids","donor_mapping_resolved","cell_level_metadata_present","cell_type_labels_present"
"GSE175817","GSE175817_meta_fibroblast.csv.gz","gene_by_sample_expression_matrix",29390,5,"0;1;2;3;4",29390,0,FALSE,FALSE,FALSE
