"source","samples","pairs_tested","descriptively_supported_pairs","supported_pair_fraction","median_pair_excess","evidence_level","interpretation_boundary"
"GSE130973",5,54,0,0,0.000767896583187718,"NO_PREDEFINED_PAIR_SUPPORT","co-expression-level evidence only; not cell-intrinsic mechanism"
"PRJNA607098",12,54,37,0.685185185185185,0.00994401118249487,"WITHIN_SAMPLE_COEXPRESSION_SIGNAL","co-expression-level evidence only; not cell-intrinsic mechanism"
